,dates,heads,topic_rep
10494,2018-02-27,"Widespread rain in Sindh forecast for today, tomorrow",0.0
10495,2018-02-27,What does Kim Jong-Un really want?,0.0
10496,2018-02-27,UN chief says two-state solution cannot be abandoned,0.0
10497,2018-02-27,Trump visits Texas disaster zone before Harvey returns,0.0
10498,2018-02-27,"Chinese national, six others indicted in donkey hides’ case",0.0
10499,2018-02-27,Chinese troops to patrol border area after India standoff,0.0
10500,2018-02-27,"Rain emergency for livestock, fisheries declared",0.0
10501,2018-02-27,Karachi’s rural population increases by over 275pc in census,0.0
10502,2018-02-27,"Relief wheat stocks meant for distribution among Tharis being destroyed by rain, pests",0.0
10503,2018-02-27,Justice Khosa undergoes angioplasty,0.0
10504,2018-02-27,FJMU students protest non-recognition of degrees,0.0
10505,2018-02-27,ISI asks CDA to avoid direct interactions with foreign diplomats,0.0
10506,2018-02-27,Khattak okays hybrid buses for BRT service,0.0
10507,2018-02-27,‘Population census failed to produce complete details of Karachi’,0.0
10508,2018-02-27,Trump warns 'all options' on table after North Korea launches missiles,0.0
10509,2018-02-27,"Siraj warns govt against removing Articles 62, 63",0.0
10510,2018-02-27,April deadline for census results worries ECP,0.0
10511,2018-02-27,Nawaz leaves for London today,0.0
10512,2018-02-27,Call to muster regional support against US's Afghan policy,0.0
10513,2018-02-27,Transgender people having no information about their parents can now obtain CNICs: Nadra,0.0
10514,2018-02-27,Sharapova ousts Halep on Grand Slam return at US Open,0.0
10515,2018-02-27,ECC allows introduction of high-grade diesel,0.0
10516,2018-02-27,Subsidy non-payment irks fertiliser makers,0.0
10517,2018-02-27,Asian Development Bank calls for green financing mechanisms,0.0
10518,2018-02-27,Cotton prices fall on slack demand,0.0
10519,2018-02-27,Gold soars,0.0
10520,2018-02-27,Google acts to comply with EU antitrust order,0.0
10521,2018-02-27,Volkswagen recalls 281k cars,0.0
10522,2018-02-27,HBL vows to fight charges levelled by US regulator,0.0
10523,2018-02-27,"China, India rivalry looms over BRICS summit",0.0
10524,2018-02-27,JIT head appears before NAB,0.0
10525,2018-02-28,Senate recommendations to counter US's Afghan policy receive unanimous approval,0.0
10526,2018-02-28,"MQM, PML-F among parties barred from contesting elections until they show finances: ECP",0.0
10527,2018-02-28,NA adopts resolution rejecting 'hostile and threatening' statements made by Trump,0.0
10528,2018-02-28,"Thar rejoices, Badin panics as spell of heavy rains hits Sindh",0.0
10529,2018-02-28,PSX breaks bearish streak as KSE-100 index gains 91 points,0.0
10530,2018-02-28,In Punjab Nahi Jaungi a wadera tries his luck at modern love and wins us over,0.0
10531,2018-02-28,"Shahbaz rejects corruption allegations, warns they will have 'serious consequences'",0.0
10532,2018-02-28,World XI series tickets to become available from Sept 1,0.0
10533,2018-02-28,Senator seeks investigation into 'nuclear proliferation' in Musharraf era,0.0
10534,2018-02-28,Zaid Ali T shuts down trolls commenting on his wife's looks,0.0
10535,2018-02-28,Statistics minister rejects Sindh's objections to census results,0.0
10536,2018-02-28,12 Baloch Republican Army militants surrender to security forces,0.0
10537,2018-02-28,"Alexa, Cortana talk to each other as Amazon and Microsoft pair up",0.0
10538,2018-02-28,ATC reserves verdict on Benazir Bhutto murder case,0.0
10539,2018-02-28,High court dismisses plea challenging Musharraf's acquittal in Bugti murder case,0.0
10540,2018-02-28,Will Na Maloom Afraad 2 have an unfair advantage at the box office this weekend?,0.0
10541,2018-02-28,"Hurricane Harvey back ashore, hits Louisiana",0.0
10542,2018-02-28,Letter criticising envoy ‘comes at a difficult time’,0.0
10543,2018-02-28,'Maps of skin and spirit' showcases deeply sensitive works,0.0
10544,2018-02-28,Anti-US atmosphere,0.0
10545,2018-02-28,Nawaz Sharif leaves for London in first foreign trip after ouster,0.0
10546,2018-02-28,Gold soars,0.0
10547,2018-02-28,"Emraan Hashmi turns over new leaf, says no more Raaz or Murder movies for him",0.0
10548,2018-02-28,Afghanistan: no simple exits,0.0
10549,2018-02-28,"Political parties cannot be disqualified over a fake certificate, SC tells PML-N lawyer",0.0
10550,2018-02-28,"'Peanuts, not billions of dollars': Nisar assails Trump's claims of aid for Pakistan",0.0
10551,2018-02-28,PSL spot-fixing case: PCB tribunal places 5-year ban on Sharjeel Khan,0.0
10552,2018-02-28,Bangladesh stun Australia for historic Test win,0.0
10553,2018-02-28,"I took a risk with Thora Jee Le and it paid off, says director Rafay Rashdi",0.0
10554,2018-02-28,Transgender person shot dead in Karachi,0.0
10555,2018-02-28,"'Jealousy has no remedy,' says Aizaz Chaudhry in response to Abdul Basit's 'rude' letter",0.0
10556,2018-02-28,"After leaving thousands homeless in Houston, Harvey hits Louisiana",0.0
10557,2018-02-28,Boys bag most top positions in Karachi pre-medical exams,0.0
10558,2018-02-28,NAB ‘illegal’ appointments: Committee fails to furnish SC with findings,0.0
10559,2018-02-28,"I preferred projects to becoming prime minister, says Shahbaz",0.0
10560,2018-02-28,"The rise of the $1,000 smartphone",0.0
10561,2018-02-28,State Bank to waive charges for mobile banking customers,0.0
10562,2018-02-28,SA appoint Gibson as head coach,0.0
10563,2018-02-28,World XI visit great for nurturing talent: Arthur,0.0
10564,2018-02-28,Blasphemy accused gets life in prision,0.0
10565,2018-02-28,ADB approves technical assistance for Pakistan's energy sector,0.0
10566,2018-02-28,Rain disrupts cotton harvest in Sindh,0.0
10567,2018-02-28,Sindh approves 17 uplift schemes worth Rs7.2bn,0.0
10568,2018-02-28,"Edotco, Dawood Hercules to acquire 13,000 mobile towers from Jazz",0.0
10569,2018-02-28,338MW added to national grid from Jhimpir wind cluster,0.0
10570,2018-02-28,Monsoon spell brings widespread rain across Pakistan,0.0
10571,2018-02-28,US ‘continues to value partnership with Pakistan’,0.0
10572,2018-02-28,"JIT head’s statement sufficient to proceed with cases against Sharifs, Dar: NAB",0.0
10573,2018-02-28,"Top NAB men being threatened, say officials",0.0
10574,2018-02-28,National Security Committee working group to finalise policy on ties with US,0.0
10575,2018-02-28,SECP sends money laundering case against Chinese firm to FIA,0.0
10576,2018-02-28,Ali J. Siddiqui appointed special assistant to PM Abbasi,0.0
10577,2018-02-28,SL beefs up security for fourth India ODI,0.0
10578,2018-02-28,Rs2.24 per litre hike in petrol price proposed,0.0
10579,2018-02-28,Verdict in Benazir killing case today,0.0
10580,2018-02-28,Ajay Devgan and Kajol will reunite onscreen after seven years,0.0
10581,2018-02-28,More ominous disappearances,0.0
10582,2018-02-28,10 suspected militants killed in Balochistan operation,0.0
10583,2018-02-28,FO rubbishes US general's claim regarding Afghan Taliban presence in Pakistan,0.0
10584,2018-02-28,Imran Khan summoned by ECP over contempt issue,0.0
10585,2018-02-28,Stocks close lower as investors remain cautious ahead of Eid,0.0
10586,2018-02-28,PTI claims it is being disadvantaged in NA-120 by-poll,0.0
10587,2018-02-28,"NA-120 campaign: 'Attacked with conspiracies due to closeness to Nawaz,' claims Maryam",0.0
10588,2018-02-28,The best and worst looks from the Punjab Nahi Jaungi premieres,0.0
10589,2018-02-28,Bilawal Bhutto calls verdict in Benazir case 'disappointing and unacceptable',0.0
10590,2018-02-28,I don't think I'm a great actor but I am very hardworking: Fahad Mustafa,0.0
10591,2018-02-28,Osman Khalid Butt turns choreographer for film Parchi,0.0
10592,2018-02-28,"Benazir murder case: ATC acquits 5 accused, declares Musharraf an absconder",0.0
10593,2018-02-28,Trump does not blame Pakistan for failure in Afghanistan: US envoy,0.0
10594,2018-02-28,Pakistan's top 500 traders honoured at 14th CFA Excellence Awards,0.0
10595,2018-02-28,Sharmeen Obaid set to premiere Pakistan's first virtual reality film series,0.0
10596,2018-02-28,Content and discontent,0.0
10597,2018-02-28,"Political parties cannot be disqualified over a fake certificate, SC tells PML-N lawyer",0.0
10598,2018-02-28,How digital is affecting ad spend,0.0
10599,2018-02-28,These tweets prove Karachi can't get over last night's heavy rain,0.0
10600,2018-03-01,Police arrest 4 anti-terrorism squad personnel for 'fatally shooting a citizen' in Islamabad,0.0
10601,2018-03-01,Pakistan to host 2 international squash events as PSA lifts ban,0.0
10602,2018-03-01,23 killed as monsoon rains lash Karachi,0.0
10603,2018-03-01,"Kohli, Sharma lead India rout of Sri Lanka in fourth ODI",0.0
10604,2018-03-01,"Mushfiqur, Shakib hail Bangladesh’s new-found aggression",0.0
10605,2018-03-01,"Japan beat Aussies to seal World Cup spot, China, Syria stay alive",0.0
10606,2018-03-01,"US heavy bombers, jets in show of force against North Korea",0.0
10607,2018-03-01,"US now has 11,000 troops in Afghanistan, says Pentagon",0.0
10608,2018-03-01,‘Tsunami-sunk’ Roman ruins discovered in Tunisia,0.0
10609,2018-03-01,Seven children among 23 killed as downpour cripples life in Karachi,0.0
10610,2018-03-01,Ruth Pfau remembered as ‘a human being who defined humanity’,0.0
10611,2018-03-01,208 prisoners released before Eid,0.0
10612,2018-03-01,Multan metro project ‘kickbacks’: Punjab ‘ready’ to join probe into affairs of Chinese firm,0.0
10613,2018-03-01,"Sharapova battles on; Zverev, Kyrgios crash out at US Open",0.0
10614,2018-03-01,US orders closure of Russia’s San Francisco consulate in retaliation,0.0
10615,2018-03-01,Gold price rises,0.0
10616,2018-03-01,Children among 17 Rohingya drown near Bangladesh,0.0
10617,2018-03-01,NA-120: A real challenge to rise above rhetoric,0.0
10618,2018-03-01,Pentagon begins sending troops to Afghanistan,0.0
10619,2018-03-01,PPP moves NAB against CM Shahbaz alleging corruption in Multan Metro Bus project,0.0
10620,2018-03-01,Kulsoom Nawaz discharged from hospital after successful surgery,0.0
10621,2018-03-01,Kachhi canal ready for opening,0.0
10622,2018-03-01,China blocks US request for WTO arbitration,0.0
10623,2018-03-01,Benazir murder case: Five men acquitted by ATC to be kept in jail for 30 days,0.0
10624,2018-03-01,Sheikh Rashid files corruption reference against PM Abbasi,0.0
10625,2018-03-01,China hails Pakistan’s anti-terror efforts,0.0
10626,2018-03-01,Scouts stop Dawn Relief from ‘rebuilding houses’ in Chitral,0.0
10627,2018-03-01,"Rain paralyses trade, industrial activities in Karachi",0.0
10628,2018-03-01,Petrol price raised for September,0.0
10629,2018-03-01,Govt begins process for selling stake in Mari Petroleum,0.0
10630,2018-03-01,Reserves down by $45m,0.0
10631,2018-03-01,SECP notifies draft code of corporate governance,0.0
10632,2018-03-01,PTI does not have a level playing  field in NA-120: Qureshi,0.0
10633,2018-03-01,Qadri returns from London: ‘Metro leaks’ to end politics of Shahbaz,0.0
10634,2018-03-01,Benazir Bhutto’s party remained ‘disinterested’ in murder trial,0.0
10635,2018-03-01,"Putin warns of 'major conflict' over North Korea, renews call for mediation",0.0
10636,2018-03-01,Ask and you shall receive in world of voice shopping,0.0
10637,2018-03-01,Chinese envoy rejects allegations of corruption in Multan Metro Bus project,0.0
10638,2018-03-01,US ban on North Korea travel comes into effect,0.0
10639,2018-03-01,Behind the scenes with Hania Amir before Na Maloom Afraad 2's Karachi premiere,0.0
10640,2018-03-01,"Shock as Kenya court cancels election result, demands re-run",0.0
10641,2018-03-01,Na Maloom Afraad 2 is a sequel I didn't completely hate,0.0
10642,2018-03-01,Rooney charged with drink-driving,0.0
10643,2018-03-01,"10-year-old boy allegedly raped, murdered in Karachi",0.0
10644,2018-03-01,Benazir's murder could have been prevented with appropriate security measures: ATC,0.0
10645,2018-03-01,"NAB prepares four references against Sharif family, Ishaq Dar",0.0
10646,2018-03-01,"No water on Karachi's streets a result of Sindh govt's hard work, says minister",0.0
10647,2018-03-01,Mahira Khan's first look from Shoaib Mansoor's Verna is out now,0.0
10648,2018-03-01,Kangana Ranaut just said something weird about harassment and we hope it was an accident,0.0
10649,2018-03-01,Rooney charged with drink-driving,0.0
10650,2018-03-01,KP declares public health emergency,0.0
10651,2018-03-01,HEC asks Swat university to return Rs127m unused funds,0.0
10652,2018-03-01,NON-FICTION: A MASTER AT WORK,0.0
10653,2018-03-02,Facebook told to provide details of  two accounts,0.0
10654,2018-03-02,FICTION: REQUIEM FOR DREAMS,0.0
10655,2018-03-02,INTERVIEW: READ ANY GOOD BOOKS LATELY?,0.0
10656,2018-03-02,NARRATIVE ARC: TRAIN INTO THE PAST,0.0
10657,2018-03-02,How my trek to Snow Lake made me one of the few to witness its beauty and fury,0.0
10658,2018-03-02,LITBUZZ: VETERAN JOURNALIST'S BOOK TO BE LAUNCHED IN THE UK,0.0
10659,2018-03-02,US attaches new conditions to pledged military aid,0.0
10660,2018-03-02,"Kendall Jenner gets named fashion icon of the decade, Twitter calls it 'tragic'",0.0
10661,2018-03-02,Speaker sends ECP Gulalai disqualification reference,0.0
10662,2018-03-02,"There is Wi-Fi all over Everest, says photographer Danial Shah of his base camp experience",0.0
10663,2018-03-02,No meat to eat in next 30 years?,0.0
10664,2018-03-02,Refugee epic Human Flow premieres at Venice Film Festival,0.0
10665,2018-03-02,Cop who said ‘we only kill black people’ loses job,0.0
10666,2018-03-02,Rs228bn irregularities detected in two govt housing projects,0.0
10667,2018-03-02,"N. Korea could nuke US, Europe ‘within months’: France",0.0
10668,2018-03-02,Back from watery grave: car stolen in 1979 in France,0.0
10669,2018-03-02,‘Avoid overeating meat to prevent health problems’,0.0
10670,2018-03-02,The greatest sacrifice ever!,0.0
10671,2018-03-02,White House readies $5.9bn request for Harvey recovery aid,0.0
10672,2018-03-02,PM rejects MQM-P’s demand for reopening of sealed offices,0.0
10673,2018-03-02,France’s big win leaves Dutch in danger of missing World Cup,0.0
10674,2018-03-02,Mail box,0.0
10675,2018-03-02,"Three new prisons in Punjab being planned, SC told",0.0
10676,2018-03-02,NAB probe teams suggest freezing of Sharifs’ assets,0.0
10677,2018-03-02,The water that poisons,0.0
10678,2018-03-02,Karachi reports first polio case in 20 months,0.0
10679,2018-03-02,"Mattis signs deployment order, seeks Pakistan’s cooperation",0.0
10680,2018-03-02,"China tightening visa rules, say businessmen",0.0
10681,2018-03-02,‘Port Qasim set to become energy hub’,0.0
10682,2018-03-02,World Bank to help FBR strengthen tax system,0.0
10683,2018-03-02,"Federer, Nadal struggle into last 32, women’s draw in disarray",0.0
10684,2018-03-02,SL fail  to secure automatic spot at 2019 World Cup,0.0
10685,2018-03-02,Where are Balochistan’s female doctors?,0.0
10686,2018-03-02,Eidul Azha: Eid of work and celebration,0.0
10687,2018-03-02,CPEC opens avenues for agriculture: FPCCI,0.0
10688,2018-03-02,Story Time: The magician and the kettle,0.0
10689,2018-03-02,Experience: Let’s enjoy this Eid!,0.0
10690,2018-03-02,"COAS visits troops in Rajgal on Eid, vows to make Pakistan 'best country in the world'",0.0
10691,2018-03-02,Is Leonardo DiCaprio being eyed to play the Joker?,0.0
10692,2018-03-02,'Pakistan will play its due role in bringing peace and stability to Afghanistan',0.0
10693,2018-03-02,"Donald Trump, Moon Jae-in agree to boost South Korea's missile capabilities",0.0
10694,2018-03-02,"Ali made it clear that my struggle and journey will be my own, says Danyal Zafar",0.0
10695,2018-03-02,Life in the start-up lane,0.0
10696,2018-03-02,Rooney charged with drink-driving,0.0
10697,2018-03-02,Rooney charged with drink-driving,0.0
10698,2018-03-02,Zardari says party not satisfied by verdict in BB murder case,0.0
10699,2018-03-02,"Kenya president promises to 'fix' judiciary, announces start of new campaign",0.0
10700,2018-03-02,Aamir Zaki's final performance on Coke Studio leaves fans emotional,0.0
10701,2018-03-02,The Nut  Job 2: Nutty by Nature,0.0
10702,2018-03-02,Book organiser,0.0
10703,2018-03-02,The weekly weird,0.0
10704,2018-03-02,Spotlight,0.0
10705,2018-03-02,Beautiful Pakistan: A memorable journey,0.0
10706,2018-03-02,Story Time: An Eid well spent,0.0
10707,2018-03-02,9 looks we loved and hated from the Na Maloom Afraad 2 premiere,0.0
10708,2018-03-03,Your favourite celebs are sending Eid shout-outs,0.0
10709,2018-03-03,So you're vegetarian and it's Bakra Eid. What do you do?,0.0
10710,2018-03-03,"If I ever do an Indian film, I would love to represent my country with dignity: Mehwish Hayat",0.0
10711,2018-03-03,Trump says 'appeasement' will not work after North Korea nuke test,0.0
10712,2018-03-03,"Without insurance, Harvey's victims turn toward the state",0.0
10713,2018-03-03,COLUMN: MONGRELS AND REBELS,0.0
10714,2018-03-03,US seizes control over 3 Russian diplomatic posts on its territory,0.0
10715,2018-03-03,"NASA's space champ logs 665 days aloft, returns to Earth",0.0
10716,2018-03-03,5 times Ahmed Ali Butt and his son nailed the twinning game,0.0
10717,2018-03-03,Iran tests home-grown air defence system: official,0.0
10718,2018-03-03,Junaid Jamshed's life in photos,0.0
10719,2018-03-03,India's PM Modi reshuffles cabinet as economy slips,0.0
10720,2018-03-03,Gen Bajwa pledges army's full support for development of Balochistan: ISPR,0.0
10721,2018-03-03,"Attempt on MQM leader's life part of conspiracy to mar Karachi's peace, says Sindh IG",0.0
10722,2018-03-03,Sri Lanka faces humiliating 5-0 loss against India in ODI series,0.0
10723,2018-03-03,Will face courts in Benazir murder case: Musharraf,0.0
10724,2018-03-03,South Korea detects signs North Korea preparing missile launch,0.0
10725,2018-03-03,A capital asset,0.0
10726,2018-03-03,"
",0.0
10727,2018-03-03,BRICS leaders meet in shadow of North Korea nuclear test,0.0
10728,2018-03-03,"I wouldn't cast Humayun unless he suited a role, says Nadeem Baig",0.0
10729,2018-03-03,"Malala biopic Gul Makai's poster is out now
",0.0
10730,2018-03-03,Amir Khan announces Super Boxing League in Pakistan,0.0
10731,2018-03-03,Prince William and Kate Middleton are expecting their third child: Kensington Palace,0.0
10732,2018-03-03,North Korea is begging for war: US at UNSC emergency meeting,0.0
10733,2018-03-03,Two transgender women allegedly gang raped in Karachi,0.0
10734,2018-03-03,"One killed, another injured by firing in Lahore",0.0
10735,2018-03-03,"Kareena Kapoor, Sonam Kapoor start shooting Veere Di Wedding",0.0
10736,2018-03-03,Sri Lanka likely to play one T20 in Lahore,0.0
10737,2018-03-03,Sri Lanka to play first floodlit Test in Pakistan series,0.0
10738,2018-03-03,Health ministry yet to acquire land to house DRAP offices,0.0
10739,2018-03-03,Three-day envoys conference begins today,0.0
10740,2018-03-03,AJK girl killed by Indian firing on Eid day,0.0
10741,2018-03-03,Sevastova ends Sharapova’s US Open journey,0.0
10742,2018-03-03,Trying to help Pakistan is important for cricket,0.0
10743,2018-03-03,"Belgium seal World Cup place, France held by Luxembourg",0.0
10744,2018-03-03,Star India bags IPL media rights,0.0
10745,2018-03-03,NA panel to take up bill today aimed at countering violent extremism,0.0
10746,2018-03-03,Egypt finalises deal with Russia  for first nuclear plant,0.0
10747,2018-03-03,Kenya to hold fresh presidential vote on Oct 17,0.0
10748,2018-03-03,Four suspected IS militants killed in ‘encounter’,0.0
10749,2018-03-03,IG’s cell gets over 450 complaints against police  within two weeks,0.0
10750,2018-03-03,Hamilton tames rivals and hostile crowd in Monza,0.0
10751,2018-03-03,North Korea’s technology much better than Pakistan’s: Dr Qadeer,0.0
10752,2018-03-03,Assassination bid ‘mastermind’ escapes after gun battle in Karachi,0.0
10753,2018-03-04,The robot that eliminates cancer cells using X-rays,0.0
10754,2018-03-04,Eidul Azha spending shrinks in Pakistan,0.0
10755,2018-03-04,Money laundering hurts legitimate business,0.0
10756,2018-03-04,Bankers smell a rat in timing of HBL penalty,0.0
10757,2018-03-04,Investments rise by 0.86pc,0.0
10758,2018-03-04,Rupee trades range-bound,0.0
10759,2018-03-04,"In his first month, Abbasi talks energy",0.0
10760,2018-03-04,Punjab govt scrambles to strengthen core functions,0.0
10761,2018-03-04,‘A corporate tax cut will not create more jobs’,0.0
10762,2018-03-04,How Apple plans to change the way you use the next iPhone,0.0
10763,2018-03-04,Cautious Pakistani response to Ghani’s talks offer,0.0
10764,2018-03-04,ATC found prosecution in Benazir murder case ‘confused’,0.0
10765,2018-03-04,BRICS name militant groups as regional security concern,0.0
10766,2018-03-04,Seaview beach — the most accessible picnic point in city,0.0
10767,2018-03-04,Famed Iranian filmmaker Majid Majidi will make another movie in India,0.0
10768,2018-03-04,Families of ‘missing persons’ protest on three Eid days,0.0
10769,2018-03-04,ECB announces schedule for Pakistan's Test tour to England in May 2018,0.0
10770,2018-03-04,Many terrorist groups in South Asia responsible for extreme acts: FO on BRICS' security concern,0.0
10771,2018-03-04,SC seeks report from Khyber Pakhtunkhwa govt on use of drugs in educational institutions,0.0
10772,2018-03-04,"With just 4 universities in top 1,000, Pakistan falls in world rankings this year",0.0
10773,2018-03-04,Angelina Jolie confirms she's returning to acting,0.0
10774,2018-03-04,'Khawaja Izhar's attackers also involved in targeting police',0.0
10775,2018-03-04,Sindh to challenge census results jointly with  other parties,0.0
10776,2018-03-04,"PSX opens in green post Eidul Azha, KSE-100 index gains 572 points",0.0
10777,2018-03-04,Zayn Malik goes bald and fans are having an emotional breakdown,0.0
10778,2018-03-04,N Korea nuclear test more powerful than estimated: Japan,0.0
10779,2018-03-04,NA-120: ECP warns PML-N leader of disqualification over code of conduct violation,0.0
10780,2018-03-04,Children’s Hospital allowed to transplant bone marrow,0.0
10781,2018-03-04,Why Pakistani schools continue to fail students like Aafiya,0.0
10782,2018-03-04,Leh Nullah to be re-routed to avoid floods in low-lying areas in Pindi,0.0
10783,2018-03-04,Two teenagers killed over cricket row,0.0
10784,2018-03-04,"Millions wasted on I-9 sewage treatment plant, says report",0.0
10785,2018-03-04,"NA-120 by-poll: New entrants, realignments may change voting pattern",0.0
10786,2018-03-04,Minors living with convicted mothers vulnerable,0.0
10787,2018-03-04,Asfandyar for ‘bold steps’ to end Pak-Afghan mistrust,0.0
10788,2018-03-04,A tougher approach,0.0
10789,2018-03-04,Had Nehru waded into Doklam,0.0
10790,2018-03-04,How did Punjab Nahi Jaungi get away with its elitist humour?,0.0
10791,2018-03-04,US state subsidies to Boeing are legal: WTO,0.0
10792,2018-03-04,"Germany, England close in on World Cup qualification",0.0
10793,2018-03-04,Fans fail to find General Stand tickets for World XI T20s,0.0
10794,2018-03-04,Trump ends amnesty for young immigrants,0.0
10795,2018-03-05,Khowaja told to explain why he directly sought CM’s help over ‘maladministration’ in police,0.0
10796,2018-03-05,"‘Oil slick at Clifton poses no threat to marina flora, fauna",0.0
10797,2018-03-05,NAB may approve filing of references against Sharifs,0.0
10798,2018-03-05,Raped woman had to ‘bribe’ police for filing case,0.0
10799,2018-03-05,"Police weapons found to be defective, stock-taking process reveals",0.0
10800,2018-03-05,Imran to address rally in Lahore on Friday,0.0
10801,2018-03-05,LHC to take up today pleas against acceptance of Kulsoom’s papers,0.0
10802,2018-03-05,Del Potro tames Thiem to set up Federer showdown,0.0
10803,2018-03-05,"Pakistan wants to resolve issues with US peacefully, says minister",0.0
10804,2018-03-05,Nawaz may launch second phase of mass contact drive from KP,0.0
10805,2018-03-05,Gold declines,0.0
10806,2018-03-05,Musharraf Rasool joins PIA as CEO,0.0
10807,2018-03-05,S African cricketer Imran Tahir allegedly humiliated by Pakistani consulate in Birmingham,0.0
10808,2018-03-05,Even PTI lawmakers oppose LG system in KP: Imran,0.0
10809,2018-03-05,UK seeks Pakistan’s help in Altaf hate speech probe,0.0
10810,2018-03-05,"NAB not likely to arrest Sharif, his children & Dar",0.0
10811,2018-03-05,US oil prices edge up,0.0
10812,2018-03-05,"BRICS commit to ‘intensify cooperation’ against terror financing, money laundering",0.0
10813,2018-03-05,Fiscal deficit hits four-year high at 5.8pc,0.0
10814,2018-03-05,‘Imports can check surging onion prices’,0.0
10815,2018-03-05,Aptma Punjab slams cut in gas supply,0.0
10816,2018-03-05,Inflation jumps to 3.4pc,0.0
10817,2018-03-05,1.5 million children out of school in KP: report,0.0
10818,2018-03-05,52nd Pakistan Defence Day commemorated across country,0.0
10819,2018-03-05,Gunmen abduct 17 youth from Landi Kotal,0.0
10820,2018-03-05,Spain moves court over Catalonia's independence vote attempt,0.0
10821,2018-03-05,James Bond's getting hitched: Plot allegedly leaked for upcoming 007 flick,0.0
10822,2018-03-05,Two-front war with Pakistan and China cannot be ruled out: Indian army chief,0.0
10823,2018-03-05,"Uzair Jaswal is gearing up for the release of his new music video, 'Khazana'",0.0
10824,2018-03-05,Bears return to PSX as KSE-100 loses 389 points,0.0
10825,2018-03-05,"SC reprimands NAB's performance in Balochistan, calls it a 'facilitator of corruption'",0.0
10826,2018-03-05,Nation solemnly remembers the heroes and martyrs of 1965 war,0.0
10827,2018-03-05,We're a couple and we're in love: Meghan Markle on her relationship with Prince Harry,0.0
10828,2018-03-05,BRICS declaration signifies no change in policy towards Pakistan: Chinese ambassador,0.0
10829,2018-03-05,"Universities move to counter trends of extremism, militancy in students",0.0
10830,2018-03-05,Play Heer Ranjha hopes to revive people's interest in classical Urdu literature,0.0
10831,2018-03-05,Making it to Silicon Valley,0.0
10832,2018-03-05,Myanmar's Suu Kyi slams 'misinformation' over Rohingya crisis,0.0
10833,2018-03-05,Chori is not inspiration,0.0
10834,2018-03-05,"I was typecast after a comical role in Janaan, says actor Ali Rehman Khan",0.0
10835,2018-03-05,"Putin, Moon urge swift end to North Korea crisis",0.0
10836,2018-03-05,Khawaja Asif calls for stronger stance against banned groups in country,0.0
10837,2018-03-05,France to end fossil fuel production,0.0
10838,2018-03-05,Bangladesh strike back after Warner hits another ton,0.0
10839,2018-03-05,Munaweera helps Sri Lanka set India tough chase,0.0
10840,2018-03-05,"Venus ousts Kvitova, to face Stephens in US Open semis",0.0
10841,2018-03-05,Fewer than 10 UK banks ask for EU licence as Brexit looms,0.0
10842,2018-03-05,Player draft system introduced for Quaid-i-Azam Trophy,0.0
10843,2018-03-05,Murad hints at ‘breakthrough’ as police bust militants’ network,0.0
10844,2018-03-06,BBC reviews staff pay over gender gap,0.0
10845,2018-03-06,Trump rejects North Korea talks but key nations split on strategy,0.0
10846,2018-03-06,"CCI, PBS told to file comments on plea seeking fresh, transparent census",0.0
10847,2018-03-06,Gold near 1-year high,0.0
10848,2018-03-06,Asylum detainees awarded $56m in Australia class action,0.0
10849,2018-03-06,SC slams Balochistan NAB chief over negligence in graft cases,0.0
10850,2018-03-06,Industry apprehensive about next GSP+ review,0.0
10851,2018-03-06,University professor 'linked to Izhar attackers' arrested in Balochistan,0.0
10852,2018-03-06,Another judge recuses himself from pleas against Kulsoom,0.0
10853,2018-03-06,BRICS declaration signifies no change in policy towards Pakistan: Chinese ambassador,0.0
10854,2018-03-06,SC seeks report on details of hooliganism by lawyers at LHC,0.0
10855,2018-03-06,"Pakistan must change its approach to terrorism, says US",0.0
10856,2018-03-06,Constable quits over excesses in held Kashmir,0.0
10857,2018-03-06,Dagha recuses himself from probe against official,0.0
10858,2018-03-06,ECP wants CCTV cameras at all polling stations in NA-120,0.0
10859,2018-03-06,PM calls for early completion of power projects,0.0
10860,2018-03-06,Energy sector contributes over Rs1tr to national kitty,0.0
10861,2018-03-06,Onion price surges to Rs120/kg,0.0
10862,2018-03-06,Production of cigarettes plunged 35.8pc in 2016-17,0.0
10863,2018-03-06,Whistleblowing rules delayed,0.0
10864,2018-03-06,Global trade financing gap hit $1.5tr in 2016,0.0
10865,2018-03-06,Fazl demands review of foreign policy,0.0
10866,2018-03-06,Indian regulator calls for new ways to manage foreign inflows,0.0
10867,2018-03-06,Girls college teachers protest ‘manhandling’ by officials,0.0
10868,2018-03-06,Rooney charged with drink-driving,0.0
10869,2018-03-06,Kim Kardashian and Kanye West are expecting a baby girl via surrogate,0.0
10870,2018-03-06,Benazir murder: Police officers challenge 17-year jail sentence in Lahore High Court,0.0
10871,2018-03-06,"Clinton takes blame for presidential defeat in upcoming book, responds to critics",0.0
10872,2018-03-06,Pakistan has to react swiftly to changing regional situation: Khawaja Asif,0.0
10873,2018-03-06,"Ambition and feminism have turned into bad words, says Priyanka Chopra",0.0
10874,2018-03-06,Sethi urges media to 'play its part' in making Independence Cup a success,0.0
10875,2018-03-06,Netanyahu bans Al-Jazeera journalist from govt seminar on freedom of speech,0.0
10876,2018-03-06,Huawei overtakes Apple to become second most popular smartphone manufacturer in the world,0.0
10877,2018-03-06,SpaceX launches Air Force's super-secret mini-shuttle,0.0
