UserName,FullName,Date,First Hashtags,Alt Hashtags,Tweet (Message Text),Retweets,Retweets (w/ Text),Likes,Likes (w/ Text),URL Path
@MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm,Mona Alam‏ @MonaAlamm,Apr 24,"#India,DeathForChildRapists,neighborhood,JusticeforAsifa,Pakistan",#DeathForChildRapists,"#India to introduce #DeathForChildRapists !
Congratulations to the #neighborhood for making way for such provisions!
Hope you'll start with #JusticeforAsifa 
#Pakistan yet to implement 7-time death sentence awarded to paedophile of Zainab also! https://www.theguardian.com/world/2018/apr/21/india-poised-to-introduce-death-penalty-for-child-rapists?CMP=share_btn_tw …",15 12 12 53 53,"Retweet
    
      
    12
  
  
    
      
      Retweeted
    
      
    12",,"Like
    
      
    53
  
  
    
      
      
      Liked
    
      
    53",/MonaAlamm/status/988741617942220801
@SohaTazz @SohaTazz @SohaTazz @SohaTazz @SohaTazz,soha‏ @SohaTazz,Apr 24,#BeautyAndYou,,Mothers can visit the Beauty show and enjoy numerous services and activities for not just themselves but for their children too. #BeautyAndYou pic.twitter.com/aR80rjNFW2,1 2 2 2 2,"Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/SohaTazz/status/988708628541689861
@ConfusedEmpath @ConfusedEmpath @ConfusedEmpath @ConfusedEmpath @ConfusedEmpath,Sana Adnan‏ @ConfusedEmpath,Apr 23,"#metoo,IStandWithMeesha",,"These replies to a celebrity who shared her #metoo experience show, how many males in our society think. They don’t have basic awareness of issues related to harassment and assault on women. Shame on them and their twisted mentality! #IStandWithMeesha pic.twitter.com/OIMkiY4aRf",2 1 1 2 2,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/ConfusedEmpath/status/988393947759370240
@SpyAdvice @SpyAdvice @SpyAdvice @SpyAdvice @SpyAdvice,SpyAdvice‏ @SpyAdvice,Apr 23,,,"RCMP spies saw women's movement through 'red-tinged prism,' new book says
http://www.680news.com/2018/04/22/rcmp-spies-saw-womens-movement-through-red-tinged-prism-new-book-says/ … pic.twitter.com/cSYZpnPjqp",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/SpyAdvice/status/988369657081028608
@AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg,Alkhidmat Foundation‏Verified account @AlkhidmatOrg,Apr 23,"#Alkhidmat,Foundation,Pakistan",#Foundation,Massive Respect for Children of Alkhidmat Child Protection Project Punjab Particpted in Jagoo Lahore by Lahore News as a guest speakers and Discuss their aims and ambitions in Program. Mian Baber Hameed Assistant Scretery General #Alkhidmat #Foundation #Pakistan was also their. pic.twitter.com/gMKjG6QWiG,4 4 9 9,"Retweet
    
      
    4
  
  
    
      
      Retweeted
    
      
    4",,"Like
    
      
    9
  
  
    
      
      
      Liked
    
      
    9",/AlkhidmatOrg/status/988363342929711104
@Asali44Asali @Asali44Asali @Asali44Asali @Asali44Asali @Asali44Asali @bprerna,Ali Siddiqui   🇵🇰‏ @Asali44Asali,Apr 21,,,cheap mind set. women in india is totally insecure and i m the biggest victim of such thing coz my wife is forcibly kept by her brothers in lko india. disgussting,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/Asali44Asali/status/987741542914973696
@SibteHR @SibteHR @SibteHR @SibteHR @SibteHR,Sibte Hassan‏ @SibteHR,Apr 21,"#NightLifeInISB,IBFF18",#IBFF18,"Team mate Zainab is having Yumiest Cheese Cake.
@BurningBrowney 
#NightLifeInISB #IBFF18 pic.twitter.com/cyXOaicFGx",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/SibteHR/status/987719952928051205
@JuggunKazim @JuggunKazim @JuggunKazim @JuggunKazim @JuggunKazim @itsmeeshashafi,Juggun Kazim‏Verified account @JuggunKazim,Apr 21,"#metoo,notme",,No always means No. What is driving me nuts is that if some women are saying #metoo then other women counter it with #notme... well if a woman gets raped by a certain man and that same man hasn't raped the rest of the women of the world that doesnt make him any less of a rapist!,5 4 4 36 36,"Retweet
    
      
    4
  
  
    
      
      Retweeted
    
      
    4",,"Like
    
      
    36
  
  
    
      
      
      Liked
    
      
    36",/JuggunKazim/status/987719565613436928
@ZOBabar1 @ZOBabar1 @ZOBabar1 @ZOBabar1 @ZOBabar1 @summandar01 @ranasanaulah,Zafar.O.B‏ @ZOBabar1,Apr 26,,,"Niazi is Merasee..
Merasee
Always know things well in advance
In olden times,
Merasee n Khusray used to wish ppl.
Especially where birth of a child used to take place.
BHAGAN WALAY O!
ALLAH TANUU MUNDA DAY WAY 
Nowadays,
Wicket Urr ney Wali ha
(said imran)",1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/ZOBabar1/status/989756829608460288
@HammadCheema5 @HammadCheema5 @HammadCheema5 @HammadCheema5 @HammadCheema5 @KeepsItRustic,فتح سنگھ چیمہ‏ @HammadCheema5,Apr 26,,,Asthma  is killing you ...... help it,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/HammadCheema5/status/989667561662017536
@Aliraza31273000 @Aliraza31273000 @Aliraza31273000 @Aliraza31273000 @Aliraza31273000 @Irfanabbasi1111 @Hijaab_batool,Aliraza‏ @Aliraza31273000,Apr 26,,,Thanks brother,2 2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/Aliraza31273000/status/989454058502139904
@jamshed697 @jamshed697 @jamshed697 @jamshed697 @jamshed697,Jamshed‏ @jamshed697,Apr 26,#KhawajaAsif,,"Tears  of Happiness, Now We can see the future of children as Bright Pakistan ZindaBad P #KhawajaAsif",1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/jamshed697/status/989439605937188864
@Shahzaib12580 @Shahzaib12580 @Shahzaib12580 @Shahzaib12580 @Shahzaib12580,Shahzaib‏ @Shahzaib12580,Apr 24,,,A few moments of a day with Street Children's in Child Protection Center (CPC)  @AlkhidmatOrg pic.twitter.com/Gjcl77FZSk,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/Shahzaib12580/status/988815104706797568
@Iam_MalikUsman @Iam_MalikUsman @Iam_MalikUsman @Iam_MalikUsman @Iam_MalikUsman @pakifeministt,Bearded Guy  🔥‏ @Iam_MalikUsman Mahrosh  🌚 @pakifeministt,Apr 24,,,"The fact is:
Tum jasi larkiyon ko Rt group ki zarorat ni ha,
Some tharki and feminist boys are waiting for your tweets. https://twitter.com/pakifeministt/status/988734407728074752 … Allah di kasammmm wali gal ay 
Koi rerweet group nai mera",1 1 4 4,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    4
  
  
    
      
      
      Liked
    
      
    4",/Iam_MalikUsman/status/988807888096374784
@samijani2008 @samijani2008 @samijani2008 @samijani2008 @samijani2008,Abdus Sami‏ @samijani2008,Apr 24,,,"Act well your part, there all the honour lies.",1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/samijani2008/status/988733899932135424
@ShafiqueWaqas @ShafiqueWaqas @ShafiqueWaqas @ShafiqueWaqas @ShafiqueWaqas,Waqas Shafique‏ @ShafiqueWaqas,Apr 24,"#TV,PTVNews,MicrosoftEDU,Microsoft",#PTVNews,"@sdelafosse indeed honor to give interview to pakistan national #TV channel (#PTVNews ) about #MicrosoftEDU  technologies amd programs  and how our educators could get benefit from these #Microsoft programs.
Interview Recording Link 
https://youtu.be/CVcU7ZZvM44  pic.twitter.com/TbneYlWAki",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/ShafiqueWaqas/status/988729770241417216
@FahadAh93517771 @FahadAh93517771 @FahadAh93517771 @FahadAh93517771 @FahadAh93517771,Fahad Ahmed‏ @FahadAh93517771,Apr 24,#MeeshaShafi,,"I am listening @AliZafarsays songs from my teenage time and never ever listen about his this type of behaviour with women's 
I think #MeeshaShafi has some personal problem 
Me with @AliZafarsays",1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/FahadAh93517771/status/988677550976196608
@1001Nights_CGN @1001Nights_CGN @1001Nights_CGN @1001Nights_CGN @1001Nights_CGN,1001 Nights_CGN‏ @1001Nights_CGN,Apr 23,#1001Nights,,"@bigbadboo has been selected as a finalist for the prestigious WISE Award  which showcases the most innovative educational initiatives in the world in 2018. #1001Nights. Making a difference in the lives of hundreds of thousands of children & helping promote kindness
@WISE_Tweets pic.twitter.com/GPIHppfbjB",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/1001Nights_CGN/status/988670592122589184
@aloovibes @aloovibes @aloovibes @aloovibes @aloovibes @AamirLiaquat,shy fawkes‏ @aloovibes Aamir Liaquat HusainVerified account @AamirLiaquat,Apr 23,,,"omg he’s killing the dance and IN HEELS!!!! i can’t even dance like that in sneakers https://twitter.com/aamirliaquat/status/987739567850754048 … This is Ibrat for all of us and in front of us. The wealth accumulated by his great grand father and grand father is of no use to him. He does not feel protected in Pakistan because of his"" Khalu"". What a pity. Zulfiaqar Jr…",2 1 1 21 21,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    21
  
  
    
      
      
      Liked
    
      
    21",/aloovibes/status/988554250912501761
@MianHar22261255 @MianHar22261255 @MianHar22261255 @MianHar22261255 @MianHar22261255 @TalatHussain12,Mian Haris‏ @MianHar22261255,Apr 21,,,Yes the Government of Saudia is going on the paw prints of Nepal's Shah's where the conspiracy has taken place by killing it's royal family I am scary that the event can be repeated here in Saudia.@MaryamNSharif @RaziDada @sheikhsafina @ranajved @zahid_pmln,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/MianHar22261255/status/987780498402537473
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @AzazWazir @khankakarzai,afia mufti‏ @sheikh_afiya,Apr 21,"#harrasment,RaoAnwar,mentalhealth,RapistKoFansi,creeplife",#RaoAnwar,If you are referring sexual harrasment & rape as simple as 'clapping'...than i guess he use both of his hands to abuse and kill the victim ..without consent of victim... that's why they are getting death penalty.. #harrasment #RaoAnwar #mentalhealth #RapistKoFansi #creeplife,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sheikh_afiya/status/987752481982730243
@DrHaque @DrHaque @DrHaque @DrHaque @DrHaque @Isalmnahaya,Anwar Ul Haque‏ @DrHaque ميدان رابعه العدويه @Isalmnahaya,Apr 21,,,"He is Zionist puppet & puppy implanted by Zionist slave US Govt. toppling democratically elected Govt in Egypt & killing thousands of Egyptians in the holy month of Ramadan! Zionists do not tolerate democracy let alone Islam in Muslim states! @AlJazeera @trtworld @AbidSherAlihttps://twitter.com/isalmnahaya/status/987691806811967488 … السيسي للشعب الفلسطيني: تعايشوا مع ""إسرائيل"" pic.twitter.com/SlQXinY90Z",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/DrHaque/status/987734406096936960
@HassanWMalik @HassanWMalik @HassanWMalik @HassanWMalik @HassanWMalik,Hassan Malik‏ @HassanWMalik,Apr 21,,,So ayaz ameer and Haroon Rasheed were talking about harassment...  they should have just kept their mouths shut. I wanted to punch them through the tv. @DunyaNews,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/HassanWMalik/status/987720903009230850
@zahoor64 @zahoor64 @zahoor64 @zahoor64 @zahoor64 @chalooye @nighatdad,zahoor‏ @zahoor64,Apr 21,#urat,,"Admitted..... Islam nay jo limits and boundaries for women specify kiiii hen, #urat should know them and remain themselves in to",1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/zahoor64/status/987719058689871873
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @hafsa_aatif @samiakhan183,afia mufti‏ @sheikh_afiya,Apr 21,"#MeeshaShafi,MeToo,Meesha",#Meesha,"so you are saying that if your father or brother see a women with provoking dress, they are gonna ""surely follow her""(as quoted by you)... and if she is wearing burqa, ""then no one ever knows what's inside""(as quoted by you)... man or women #MeeshaShafi #MeToo #Meesha",2   1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/sheikh_afiya/status/987680739343945728
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @AzazWazir @Mashriki_Larki @mahwashajaz_,afia mufti‏ @sheikh_afiya,Apr 21,,,"so you think that 8 year old asifa who was raped and killed by hindus in mandir was responsible for her rape and murder... and if u have degree in psychology, that make it 'holy act'...",1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sheikh_afiya/status/987671517101215745
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @gohilurvish @bonebasket,afia mufti‏ @sheikh_afiya,Apr 21,,,"No it means... 90% of rapist are men... humans like creatures who are living among us.. who think they can do anything and women can't even speak about it... Thanks to internet, things are changing..",1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sheikh_afiya/status/987670456038756352
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @FaisalAmjad1 @itsmeeshashafi,afia mufti‏ @sheikh_afiya,Apr 21,,,"Sound like you are also such a person who think its okay to take advantage of women... God bless, women who has to work or live around you... and there are no big or small murders... FYI",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sheikh_afiya/status/987669146237317125
@SohaTazz @SohaTazz @SohaTazz @SohaTazz @SohaTazz,soha‏ @SohaTazz,Apr 24,#BeautyAndYou,,The three leading women at the #BeautyAndYou beauty show. pic.twitter.com/NoVmvQ9lVM,1   1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/SohaTazz/status/988708370894000128
@Sid_huma @Sid_huma @Sid_huma @Sid_huma @Sid_huma @BoloJawan,sidra humayun‏ @Sid_huma Bolo Jawan @BoloJawan,Apr 24,"#ZeroTolerance,SexualHarrasment",#SexualHarrasment,"I must say it wasn't April, it is nepotism in Inzama case and sexual harassment in khalid bajwa and ali zafar matter. Better people adopt merit system while serving high posts and behave being in power positions. 
#ZeroTolerance #SexualHarrasmenthttps://twitter.com/BoloJawan/status/988697468413075457 … Which of these infuriated you the most?
3 Prominent Pakistanis For Whom April, 2018 Has Been A Nightmare! http://bolojawan.com/3-prominent-pakistanis-for-whom-april-2018-has-been-a-nightmare/ … pic.twitter.com/bFFN4MVlaW",2 2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/Sid_huma/status/988699704719486977
@AAbrahamy @AAbrahamy @AAbrahamy @AAbrahamy @AAbrahamy,Aftab Abrahamy‏ @AAbrahamy,Apr 23,,,"They stop or arrest, how many ppl can they arest, yesterday i spend d day at RPO's ofice multan, ther wer at least 8 ppl wid bandages 4 or 5 wer women n one woman was pregnant who wer beaten by some thugs n thier property was  forcefuly taken by them, they wer from vehari, local",1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/AAbrahamy/status/988651460543082496
@SabirRizvi4 @SabirRizvi4 @SabirRizvi4 @SabirRizvi4 @SabirRizvi4 @Anamhahaha,Sabir Rizvi‏ @SabirRizvi4,Apr 23,,,Modern day feminism and women rights have become seperate things after those play cards and rallys. I personally am the supporter of women rights to the full extent. What I feel wrong is the need of women to come equal as men when they are far superior.,3   1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/SabirRizvi4/status/988493419449344001
@MissAnamSaeed @MissAnamSaeed @MissAnamSaeed @MissAnamSaeed @MissAnamSaeed,Anam Saeed (NM)‏ @MissAnamSaeed,Apr 23,"#MeeshaShafi,LUMS,HamzaAliAbbasi",#LUMS,"Can’t believe the sort of comments I’ve been reading , pictures of #MeeshaShafi & sarcastically commenting about what is there to harass I thought #LUMS had broadened their horizons...made them more sensitive towards such issues
But voila they’re all followers of #HamzaAliAbbasi",1 1 2 2,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/MissAnamSaeed/status/988431055639273473
@Shiza__Malik @Shiza__Malik @Shiza__Malik @Shiza__Malik @Shiza__Malik @_merajhasan @NJLahori @zofeen28,Shiza Malik‏ @Shiza__Malik,Apr 23,,,Ya. Go find a study on Pakistan where the harassment law is only a few years old. Better yet...go do a study & have it peer reviewed. The point is false accusations are very rare & the tendency to treat every woman with suspicion is very harmful.,4   10 10,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    10
  
  
    
      
      
      Liked
    
      
    10",/Shiza__Malik/status/988350074085347328
@Iamrabiabutt @Iamrabiabutt @Iamrabiabutt @Iamrabiabutt @Iamrabiabutt @AMGEEK1 @Iamrabiabutt,Rabia butt‏ @Iamrabiabutt ammar munir @AMGEEK1,Apr 23,,,"By him or you think it’s the other way around? :-))
P.s. though i Said it but I don’t allow myself or anyone to joke about sexual harassment. https://twitter.com/amgeek1/status/988165165869748224 … Should we call this sexual harassment? #MeToo",2 2 2 14 14,"Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",,"Like
    
      
    14
  
  
    
      
      
      Liked
    
      
    14",/Iamrabiabutt/status/988330360667824129
@marvisirmed @marvisirmed @marvisirmed @marvisirmed @marvisirmed @Rabipirzada,Marvi Sirmed‏Verified account @marvisirmed,Apr 22,,,"Are you saying poor Zainab was violated coz she didn't give enough respect to men? Are you saying the women who are harassed, molested, assaulted, violated, raped, thrown acid on face, killed post rape...actually faced it coz they had something wrong with them?",16 7 7 72 72,"Retweet
    
      
    7
  
  
    
      
      Retweeted
    
      
    7",,"Like
    
      
    72
  
  
    
      
      
      Liked
    
      
    72",/marvisirmed/status/988277151744118784
@alookeparathey @alookeparathey @alookeparathey @alookeparathey @alookeparathey @mady020 @DrAyeshaNaveed @AliZafarsays,اشعر | Asher‏ @alookeparathey,Apr 22,,,"You were saying?
P.s in case of sexual harassment the victim can file a suit.
Next time think before you speak, im not here to fight. Just dont jump on the conclusion before hearing both the parties. Maybe ali zafar was guilty but let the jury handle this case. pic.twitter.com/Az3SumOil8",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/alookeparathey/status/988082235512418305
@Shahrozramzan56 @Shahrozramzan56 @Shahrozramzan56 @Shahrozramzan56 @Shahrozramzan56,Shahroz ramzan‏ @Shahrozramzan56,Apr 22,,,"Looking forward to the month of Ramadan. It’s perhaps the only month in the year when every single Muslim man, woman and child can tell you the exact time of maghrib to the millisecond.",1 1 3 3,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    3
  
  
    
      
      
      Liked
    
      
    3",/Shahrozramzan56/status/988075106080624640
@aloovibes @aloovibes @aloovibes @aloovibes @aloovibes @areeba_gul @aloovibes,shy fawkes‏ @aloovibes Areeba Gul @areeba_gul,Apr 22,,,can u stupid ali zafar stanning bitches gtfo my mentions im just sayin that this will damage her reputation significantly so there’s a lack of motive. + if y’all refuse to acknowledge the SEVERAL women who have come forward then good luck being dumb for the rest of ur life https://twitter.com/areeba_gul/status/988049197151739906 … Pakistani aurtain kuch bhi kar sakti hain. Islie bina sabut unki man lena ghalat ha kion k wo aurat ha islie. EQUALITY YAHA B LAO.,2 4 4 33 33,"Retweet
    
      
    4
  
  
    
      
      Retweeted
    
      
    4",,"Like
    
      
    33
  
  
    
      
      
      Liked
    
      
    33",/aloovibes/status/988051898203766784
@Luckely_happy @Luckely_happy @Luckely_happy @Luckely_happy @Luckely_happy,Talha_sohail  💫‏ @Luckely_happy,Apr 22,,,"If I stalk her
Harassment ka case tou nae ban jai ga?",1 1 1 1,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/Luckely_happy/status/988022415006535680
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @dawoodghural @MominaMustehsan,afia mufti‏ @sheikh_afiya,Apr 22,"#metoo,reputation",,"hehe... #metoo is everyone's nerve these days... 
no... Allahmudillah! i'm not one of those women who had to face anything like that... usually men are scared of me .. #reputation",1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/sheikh_afiya/status/988000551983034368
@Mohamma54956337 @Mohamma54956337 @Mohamma54956337 @Mohamma54956337 @Mohamma54956337 @ArmeenaRK,Mohammad Arshad Asif‏ @Mohamma54956337 Armeena KhanVerified account @ArmeenaRK,Apr 21,,,"It’s only because of lack of real education. I mean our educational institute should combine religious and modern education. Secondly our parents should train the children to behave humanely in markets and public places. https://twitter.com/armeenark/status/987660438656765952 … I was in #Anarkali in Lahore in a burka (nobody knew who I was). I literally had my backside groped and breasts grabbed. NOT by one guy but by 2. Now, my family saw that and I asked them why? I was told it was a really common thing there. Did I deserve that? #Metoo #Horrified",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/Mohamma54956337/status/987849050409127936
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @PaisaNashaPyarr @MeenalKiTweets,afia mufti‏ @sheikh_afiya,Apr 21,,,"your tweets are harmless dear... you can't trust a woman.. hehehe
people are actually advocating the act of 'harassment' here... as mostly got scared that if this trend is not stopped... other women are gonna tweet too...",1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sheikh_afiya/status/987762010111832064
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @PaisaNashaPyarr @MeenalKiTweets,afia mufti‏ @sheikh_afiya,Apr 21,"#MeeshaShafi,MeeshaAccusedAli,metoo,weird",#MeeshaAccusedAli,"if you read #MeeshaShafi #MeeshaAccusedAli #metoo tag...you are gonna wonder, if you live in Islamic Republic, where ppl are 1.putting blames on victims in general 2. making fun of women in general , 3. supporting harrassment.. even women.. #weird",1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sheikh_afiya/status/987757291805073409
@SibteHR @SibteHR @SibteHR @SibteHR @SibteHR @ZainabN08389912,Sibte Hassan‏ @SibteHR Zainab Nasir @ZainabN08389912,Apr 21,#NightLifeInISB,,"Thankyou Zainab for the picture 
#NightLifeInISBhttps://twitter.com/ZainabN08389912/status/987729504905949184 … Presenting Mr. Sibt-e-hassan
@SibteHR #ibff18 #nightlifeinisb pic.twitter.com/qeUyOf280Y",1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/SibteHR/status/987729851221184513
@MAHMOODEJAZ4 @MAHMOODEJAZ4 @MAHMOODEJAZ4 @MAHMOODEJAZ4 @MAHMOODEJAZ4,MAHMOOD EJAZ‏ @MAHMOODEJAZ4,Apr 21,,,"As per one study, only 5-6% of rape cases in India are reported. More than 7,200 children are raped every year in India. In large number of cases, rapists are relatives or known to victims. Quite possible death penalty for raping children may act as a deterrence. Any data?",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/MAHMOODEJAZ4/status/987663805684609040
@MAHMOODEJAZ4 @MAHMOODEJAZ4 @MAHMOODEJAZ4 @MAHMOODEJAZ4 @MAHMOODEJAZ4,MAHMOOD EJAZ‏ @MAHMOODEJAZ4,Apr 21,,,"Hang the culprit. draw the line to free the Kashmir from 
Indian Forces.  “India approves death penalty for child rapists”
https://twitter.com/i/moments/987652580275826688 …",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/MAHMOODEJAZ4/status/987662820765589505
@SpyAdvice @SpyAdvice @SpyAdvice @SpyAdvice @SpyAdvice,SpyAdvice‏ @SpyAdvice,Apr 21,,,"Trump to honour Macron, his unlikely French friend
http://www.dailymail.co.uk/wires/afp/article-5640893/Trump-honour-Macron-unlikely-French-friend.html … pic.twitter.com/WIz2Cax06c",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/SpyAdvice/status/987645224657842177
@aloovibes @aloovibes @aloovibes @aloovibes @aloovibes @IshtarLover1998,shy fawkes‏ @aloovibes,Apr 22,,,cuz being a feminist is apparently worse than condoning murder,1   4 4,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    4
  
  
    
      
      
      Liked
    
      
    4",/aloovibes/status/988076940807503872
@marvisirmed @marvisirmed @marvisirmed @marvisirmed @marvisirmed,Marvi Sirmed‏Verified account @marvisirmed,Apr 22,,,"Language of a ""patriotic Pakistani"" and the level of ""respect"" he has for the women of Pakistan. https://twitter.com/sbzalpha/status/988061999530622978 …",17 3 3 22 22,"Retweet
    
      
    3
  
  
    
      
      Retweeted
    
      
    3",,"Like
    
      
    22
  
  
    
      
      
      Liked
    
      
    22",/marvisirmed/status/988062541950615552
@aloovibes @aloovibes @aloovibes @aloovibes @aloovibes,shy fawkes‏ @aloovibes,Apr 22,,,like u expect this kinda bs from men so when its women u just kinda wanna die lol idk man i know im supposed to respect their worldview & b like saba mahmood & try to understand it but all they do is stand with people who want to undermine our most basic rights. they outnumber us,1   9 9,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    9
  
  
    
      
      
      Liked
    
      
    9",/aloovibes/status/988053952372633600
@sultansaqi56 @sultansaqi56 @sultansaqi56 @sultansaqi56 @sultansaqi56 @geonews_english,Saqlain Abbas  ثقلؔ‏ @sultansaqi56,Apr 22,,,What I could have understood from recent harassment allegations by the TV actresses is that to do something with a lady without her permission or mood which is done with the same lady with same male usually with her will. Would anyone plz make sure about it ?,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sultansaqi56/status/988038422869762048
@31Qasim @31Qasim @31Qasim @31Qasim @31Qasim @Shahidmasooddr,Syed Qasim R Jafri‏ @31Qasim,Apr 22,,,Allah Pak sab ko hidayat de .... May the little angel Zainab finds highest place in Jannah... The biggest day of judgment is yet to come and how the perpetrators will face her there,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/31Qasim/status/988022014953902080
