date,text,link,heading
"May 01, 2018 11:51am","PESHAWAR: The deaths of three children, who had died in Shaheen Muslim Town following administration of inactivated polio vaccine during the recently held anti-polio drive, created fear and panic among the local people. ,People in the area buried two children on Monday and alleged that vaccination carried out by health workers led to their deaths. They demanded action against those responsible for the deaths of the children. ,However, the health department has brushed aside the impression being created by the residents of Shaheen Muslim Town about deaths of three children.,Atif Rahman, the coordinator of Emergency Polio Centre, told a news conference that preliminary investigation suggested that two of the deaths occurred due to measles and gastroenteritis while the third one was being investigated by a committee, which would present its report within 48 hours.,The injectable vaccination has been administered to children in the high-risk union councils in Peshawar since April 23 to boost up children’s immunity against polio virus in the area. The virus has been in circulation in the area for the past five months. ,The local people claimed that the three children developed complications, which led to their deaths after vaccination. However, authorities concerned said that the matter was being investigated. ,Two children died last night and another on April 27. There was no indication that IPV had caused the deaths.,“The injectable vaccination, which is given to children for two years, was not administrated to one of the deceased, who happened to be one and half month old. Another child, who died at hospital, was treated for diarrhoea and gastroenteritis,” said Mr Rahman. He said that reaction from injection followed within 30 minutes while the children fell ill after hours and days.,He said that inquiry committee would investigate the deaths and would submit a report after which disciplinary action would be taken if anyone was found guilty. ,Mr Rahman told Dawn that IPV was administered to children towards the end of polio eradication effort and they were committed to ensure that vaccination was conducted smoothly and the children stayed safe.,He said that Khyber Pakhtunkhwa, which saw one polio case last year, had not recorded any case in 2018 but still risked the vaccine-preventable childhood ailment because of recent testing of positive samples from Kohat and Bannu districts recently apart from Shaheen Muslim Town, Peshawar where environmental water sample had consistently been positive.,“Even if we don’t have case but virus is looming and vaccination is the only way to protect our children against disabilities. The campaign targeting 200,000 children is being carried out by trained workers and it is a proven fact that either of polio vaccination, oral or injectable, does not cause death,” said Mr Rahman. ,The local health professionals said that the area had sizeable number of refusal cases against vaccination due to misconceptions. They said that linking the deaths of children with immunisation could cause setback to the campaign. ,They also said that people were in the habit of getting compensations from government for deaths caused by dengue fever and they would try to get some monetary assistance for the losses of their near and dear ones in that case too. ,The health department paid Rs500, 000 for each dengue fever-related death in December last year. ,The anti-vaccination efforts by vested groups also propagate that it is an agenda of anti-Muslims to render the Muslims infertile and reduce their population. But such propaganda is losing steam and perpetrators look for occasions to build their case and convince the people to refuse vaccination at the cost of the children’s lives.,The programme is run through government money, loaned from Islamic Development Bank. The amount will be paid back with interest.",https://www.dawn.com/news/1404945/deaths-of-children-after-getting-polio-vaccine-panic-people,"Deaths of children after getting polio vaccine panic people
"
"May 01, 2018 11:48am","MINGORA: The members of minority communities here on Monday demanded of the government to provide worship and burial places to them.,The members of Sikh, Hindu and Christian communities told local journalists during a meeting that they faced difficulties in worship and it was responsibility of the government to issue funds for provision of worship and burial places to them. ,The meeting was organised by Journalists for Democracy and Human Rights (JDHR).,“Luckily, we live a good and content life in Swat with Muslims. We have never realised any type of mistreatment but we face some issues regarding food and worship when we go out of our town,” said Prof Radi Sham, a member of Sikh community in Mingora.,Govt asked to include chapter on Sikhism in textbooks,He said that they also faced problems in worship as they could not find any gurdwara. ,“There must be a chapter about Sikh religion in the textbooks,” he added. ,Prof Radi Sham said that religious scholars should educate people about the rights of minorities in Islam during the Friday’s prayers for religious harmony.,“Our children also face problems in wearing traditional dresses and eating foods during celebrations and functions in schools. I want the education department to find solution to the issue,” said Dasonti Ram, a resident of Mingora. He said that more than 300 Sikh families were living in Swat. ,Chandar Subash, another member of the Sikh community, who is also a councillor, said that equal funds should be provided to the representatives of minorities. ,“Minorities must be included in Benazir Income Support Programme and also issue Sehat Insaf cards to them. The government should construct community halls for the non-Muslim communities,” he said.,The members of Christian community also demanded of the government to provide them with churches in Swat. ,“Over 70 Christian families live here but they do not have church. I have personally talked to several officials and elected representatives in this regard but nobody paid heed,” said Father Samuel Gill, who lives in Mingora.,He said that there was no graveyard for Christians in Swat and they took the bodies of their relatives to Peshawar, Rawalpindi and other cities for burial. He appealed to the government to allot a piece of land to them for a graveyard. ,JDHR executive director Khalid Jamil asked the local journalists to promote religious harmony, tolerance and brotherhood through their reporting. ,Assistant Commissioner Hamid Khan Buneri said that Muslim and non-Muslim communities in Swat should be engaged in social activities to promote interfaith harmony. ,“Muslim and non-Muslim communities should invite each other to their functions,” he said. He said that district administration would try to take up the issues of minorities with the relevant departments.",https://www.dawn.com/news/1404943/swat-minorities-seek-worship-burial-places,"Swat minorities seek worship, burial places
"
"May 01, 2018 11:38am","PESHAWAR: At the fag end of the tenure of the coalition government of Pakistan Tehreek-i-Insaf and Jamaat-i-Islami in Khyber Pakhtunkhwa, the latter has opened a barrage of allegations of corruption against Chief Minister Pervez Khattak.,Asif Luqman Qazi, political adviser to Jamaat-i-Islami chief Sirajul Haq, demanded Chief Justice of Pakistan Justice Mian Saqib Nisar order an inquiry into the matters related to seven projects and departments, said a statement issued to Dawn on Monday.,“These seven departments and projects are badly damaged by corruption, mismanagement and nepotism on part of the chief minister,” said Luqman Qazi, who is also the elder son of the former party chief, the late Qazi Hussain Ahmad.,He said the Bus Rapid Transit project was ill conceived project that had caused billions of rupees losses to the exchequer due to loopholes in the design. He said that frequent changes in the design of the project had given opportunities to the contractors, the ‘cronies’ of the party (PTI) leadership, to exploit the project funds.,JI chief’s adviser seeks SC order for inquiry into CM’s corruption, nepotism,Mr Qazi drew the attention of the Supreme Court chief justice towards the alleged corruption in Pakhtunkhwa Energy Development Organisation and insisted that the interference of a PTI leader had compelled the Pedo’s management to hire hundreds of officers against huge salary and perks and thus, compromising the department’s performance and financial strength.,He demanded investigation into the PTI government’s Billion Tree Tsunami afforestation project saying it has become controversial due to the false claims and exaggeration on the part of the party leadership.,JI chief’s adviser alleged that hundreds of party activists were given opportunity to make money through fake bills.,“The alleged corruption, nepotism and mismanagement have marred the KP Economic Zones Development and Management Company, which was established to develop special economic zones in the province for industrialisation. Hundreds of the relatives of PTI leadership were hired against huge salary but the performance of the department has so far been nil,” he said, adding that the party’s favourites drew more than Rs500 million in ‘safeties’ alone other than perks.,He said the government spent Rs34 billion on the construction of flood retaining wall along the Kabul River but no quantitative audit of the project was conducted.,“A large part of stones were simply dumped into the river by a ring of the chief minister’s near and dear ones, who were miraculously successful in securing bids,” he said.,Mr Qazi said financial scams had already been reported in the mining and minerals department and that a provincial minister had disclosed the nepotism and corruption of the chief minister in the mining sector. ,He said the chief minister had appointed his nephew, Zarak Khattak, as the executive engineer in the communication and works department in Nowshera district (CM’s hometown) and that most funds were siphoned off under his stewardship. ,He said that KP Ehtesab Commission didn’t act against Mr Khattak and that it had been functioning without head for few years.,He said the KPEC’s director general had resigned after leveling serious allegations against the CM.,When contacted, spokesman for the chief minister Shaukat Ali Yousafzai denied all allegations against Mr Khattak.,He wondered the JI leaders had seeing corruption in development projects after remaining quite satisfied with governance for more than four years.,“Qazi Luqman does not have a political career. He is the most incompetent person in the party,” he said.,The spokesman said if the chief minister was corrupt, then why the JI ministers didn’t quit the coalition government.,“We have got lots of evidence against them (JI leaders). It is better for them (JI) to keep quiet,” he said.",https://www.dawn.com/news/1404941/major-ally-levels-graft-charges-against-cm-ahead-of-term-end,"Major ally levels graft charges against CM ahead of term end
"
"May 01, 2018 08:44am","			,AS the temperatures rise, election season creeps up on us. Two days after the budget was presented, the dull numbers game had been abandoned on Sunday night for jalsas, guessing games about the people present (another kind of a numbers game) and election promises galore across the country. ,From Karachi to Punjab to Mardan (leaving aside the one namaloom gathering), leaders put their best foot forward and reminded voters why their party was the only option. The PPP reached out to the people of Karachi while Imran Khan wooed the Lahoris. There was an MMA jalsa in Mardan, peopled mostly by bearded men (if the few glimpses on television were an accurate portrayal). However, the limited coverage of the religious alliance gathering simply reflects the unlikelihood of the MMA doing too well in the election. ,On the other hand, the coverage of the PPP in Karachi and the PTI in Lahore was wall to wall and mostly undisturbed by commentary and ads. After all, these were the two main opposition parties leading the charge against the reigning PML-N, as well as shoo-ins for provincial setups in Sindh and Khyber Pakhtunkhwa. ,From Karachi to Punjab to Mardan, leaders put their best foot forward.,But on Sunday night, both Imran Khan and Bilawal Bhutto-Zardari were not simply kicking off their election campaign but also reaching out to Pakistan’s two biggest cities, which for decades had looked elsewhere for leadership and representation — Karachi to the MQM and Lahore to the Muslim League-Nawaz (except for the Q rule from 2002 to 2008).,That both parties are able to do so, has more to do with the MQM and PML-N than the achievements of the PPP and PTI. ,The relentless operations in Karachi and Altaf Hussain’s run-ins with the establishment have weakened the MQM’s hold on the city. And the latest round of infighting within the MQM means the city may once again be ready to vote for others. Hence, the charm offensive by BBZ, who spoke about why the PPP had so far not been able to transform Karachi (the local government was in charge of Karachi, he argued) and how this would now change. Recounting what his party had done for Karachi, he reminded the crowds that his party was not a party of target killers and sector commanders.,Flanked by senior PPP leaders from Sindh (another reminder of how the party, once a zanjeer of the four provinces now has few faces left outside the province), BBZ also spoke of how he belonged to the third generation of Bhuttos in the service of the people and how the PPP had stood up against extremism at a time when few others were willing to do so. The party’s stand on extremism is the one strong message BBZ has consistently flaunted. ,Criticising the MQM, PTI and Imran Khan and even Shahbaz Sharif’s recent promises to the Karachiites, BBZ’s main message was of what he was not rather than what he may stand for. Unfortunately, this is exactly what this young man needs to address. ,Across the country, the PTI laid its claim to takht-i-Lahore. There is little doubt that the party has made inroads into the PML-N’s stronghold of Lahore (the election results of 2013 and nearly every by-election in Punjab since then illustrate this) but the PTI smells victory this time around because of the establishment’s machinations against the League and the disarray in the latter’s ranks. ,The sense of triumph in the PTI’s jalsa was palpable. Perhaps because, while the PPP can only hope to pick up a few seats in Karachi, the PML-N’s weakening gives the PTI hope of a shot at the centre. After all, the road to Islamabad runs through Punjab with its high number of National Assembly seats. ,Indeed, this was Khan’s and the PTI’s celebration of their journey since 1997; the dance of victory as an enemy lay vanquished (so what if the thousand cuts had been inflicted by other forces) and a formal announcement that it was laying claim to the throne. ,Hence, Khan, unlike BBZ, didn’t focus on the city he was he holding the jalsa in. Instead he gave his 11-point agenda. He provided a to-do list — though his speech could have been so much shorter and less ‘rambly’ — from more obvious items such as eradicating corruption to some which are not so frequently mentioned such as creating jobs by encouraging investment and improving the environment for business or boosting tourism.,The PTI’s message is criticised for aiming at the middle class, the party’s original constituency. But whether one likes it or not, it’s a message that resonates in Punjab and even beyond in a way that that of anti-extremism does not. ,Consider a new UNDP report on the youth coming out tomorrow, which lists the eight priorities of the young as: complete studies; get a job; change job; marry; have children; emigrate; buy a house; buy a car. And this list of priorities was compiled by way of having focus groups across the country and compiling the result. In other words, the researchers did not provide the options to the young. The young identified the priorities themselves. Extremism or militancy is not a concern for the young people; economic issues are. Is this why the PTI is seen as a party supported by the youth? ,This is what Khan is tapping into as does the PML-N. The PPP, with its poor governance record and reputation for corruption, just doesn’t appeal to the electorate in Punjab. BBZ needs to understand this and shape his party and his message accordingly.  ,Till he does so, Khan will remain the prime ministerial aspirant who was addressing Lahore but looking beyond the city’s horizons. The PPP, on the other hand, can have no such pretentions. Punjab is beyond its reach, no matter what Asif Ali Zardari says.,This is BBZ’s biggest challenge — drag his party into present-day Punjab, by not just challenging the N as Khan is doing but also coming up with a message as potent as ‘roti, kapra aur makaan’ once was. Till he does so, his party will not make a comeback in Punjab, whether or not he has his father by his side. ",https://www.dawn.com/news/1404921/winning-over-punjab,"Winning over Punjab
"
"May 01, 2018 12:59pm","NAWABSHAH: Heatstroke caused dozens of people to faint as Shaheed Benazirabad district and Larkana sizzled at 50.2 and 49 degrees Celsius, respectively, on Monday. ,The heatstroke victims were taken to Peoples Medical University Hospital and other medical centres in Nawabshah and its adjoining towns where they received treatment. ,The unbearable heat forced people to remain indoors throughout the day. Roads and markets wore a deserted look and business activities came to a halt. The worst sufferers of heatstroke were labourers and motorcyclists. ,Doctors advised people to drink plenty of water and juices, avoid consuming stale food and keep heads covered with wet cloth while going out in the sun. , ,Two teenage friends drowned while bathing in Rohri Canal to beat the heat, some 10 kilometres from the city on Monday. ,Ahsan Memon and his relative Hafeez Memon, both 16 and students of intermediate, had gone along with other friends to the canal to beat the heat, said the bereaved families. ,They said that as Hafeez lost balance and slipped into deep waters Ahsan jumped after him to rescue him but could not save his friend or himself. ,Divers were busy searching for the bodies with little luck. Sakrand Assistant Commissioner Salamat Memon called Pakistan Navy divers to help with the search. , The city experienced the hottest day of the month on Monday when temperature rose to 49 degrees Celsius, forcing people to remain indoors. ,Most of the roads and streets wore a deserted look throughout the day. ,According to local Met office, wind was blowing in north-westerly direction while humidity was 17 per cent in the city.",https://www.dawn.com/news/1404959/dozens-faint-as-nawabshah-sizzles-at-50c-larkana-at-49c,"Dozens faint as Nawabshah sizzles at 50C, Larkana at 49C
"
"May 01, 2018 09:42am","LAHORE: Chief selector Inzamam-ul-Haq is upbeat about the chances of a young-looking Pakistan team defeating England on their home soil in the forthcoming two-Test series.,“Our team is quite capable of winning the Test series against England and the one-off Test against Ireland,” Inzamam said while talking to reporters here at the LCCA ground on Monday after distributing prizes among the cricketers of the teams which played the Muslim Gymkhana annual match.,Inzamam said though the playing conditions for Pakistan in England were tough, he had full confidence in the youngsters who — along with the senior pros — he reckoned could subdue England in the two-match rubber.,In a predominantly young 16-member Test squad, at least seven players are permanent players  of Pakistan’s T20 team; they include captain Sarfraz Ahmed, Fakhar Zaman, Babar Azam, Haris Sohail, Shadab Khan, Fahim Ashraf and Hasan Ali.,Interestingly, only Sarfraz, Azhar Ali, Asad Shafiq, Sami Aslam, Mohammad Amir and Rahat Ali are the ones in the 16-member touring party who have played Test matches in England in the past.,To a question, Inzamam, whose selection committee has not considered tainted players Asif and Salman Butt — both of whom had completed their ban imposed on them by the ICC in the 2010 spot-fixing case — for national selection despite their impressive show on domestic circuit, said future of no player had ended.,“I do not rule out return of Salman Butt and Mohammad Asif [to national team]. However having said this, our focus is on [talented] youngsters as we are looking at the future,” he said.,Justifying the selection committee’s decision of inducting a number of youngsters into national squad for the England and Ireland Tests, Inzamam said, “Whenever promising youngsters are tested in international competitions, we should not be afraid of defeat as this is the part of the game.”,The chief selector also denied the impression that the pool of players in his tenure had been reduced.,He said the decision to send the Pakistan squad to England much earlier before the start of the one-off Test against Ireland (May 11, Dublin) was taken so that the cricketers got appropriate time to adjust well to the playing conditions before the start of the Test matches. Pakistan’s Tests against England will be held from May 24-28 (Lord’s) and June 1-5 (Headingley).,Commenting on Pakistan crumbling to 168 all out in the ongoing four-day tour opener against Kent at Canterbury, the chief selector said the young players “take some time to adjust to hard playing conditions in England”. ,Responding to a query on whether picking just one wicket-keeper in captain Sarfraz Ahmed for the tour of Ireland and England where besides the three Tests Pakistan will also feature in a number of side matches, was the right decision, Inzamam simply said, “We will try to avoid any such bad happening with Sarfraz.”",https://www.dawn.com/news/1404958/young-pakistan-team-can-overpower-england-inzamam,"Young Pakistan team can overpower England: Inzamam
"
"May 01, 2018 11:45pm","ISLAMABAD: During a recent meeting of the International Cricket Council (ICC), the Pakistan Cricket Board (PCB) has maintained its stance to only conditionally support the new Future Tours Proga­mme, till the outcome of Dispute Resolution Committee proceedings with the BCCI.,An ICC spokesperson confirmed that PCB’s endorsement to the new FTP was conditional. “The PCB supported the FTP but reserved its right based on the outcome of its Dispute Resolution Committee proceedings with the BCCI”, the ICC spokesperson said ,Earlier the Pakistan Cricket Board chairman Najam Sethi shared the same sentiments, while talking to this correspondent. “Our statement was recorded. The support to the new FTP was conditional to the decision of the Dispute Resolution Committee”, Sethi said ,The ICC has already constituted a three-member dispute resolution committee after the Pakistan Cricket Board (PCB) initiated a dispute resolution process against the Board of Control for Cricket in India (BCCI).,The PCB has been of the opinion that the BCCI formally agreed, in 2014, to play as many as six home and away bilateral series but failed to honour their commitment.,On the other hand the BCCI says the matter of bilateral series is subjected to their government’s approval. ,The ICC spokesperson also elaborated the procedure for the new ICC chairman’s election, for the next two years from June after the expiry of current Chair­man Shashank Manohar’s first two-year term.,“All former directors are eligible to become the Chair­man of the ICC. Names of the candidates will need to be proposed and seconded by current directors and following that there will be an election”, the ICC spokesperson said.",https://www.dawn.com/news/1404956/pcb-conditionally-supports-ftp-at-icc-meeting,"PCB ‘conditionally’ supports FTP at ICC meeting
"
" May 01, 2018","			,MADRID: Despite a 2-1 victory at Bayern Munich in the first leg of the Champions League semi-finals, Real Madrid are worried.,Real host Bayern in the second leg on Tuesday, but the European champions have struggled in decisive matches at the Santiago Bernabeu Stadium and are wary of more surprises.,“We have to think about the good things that we did in the first leg in Munich and learn from the match against Juventus at home,” said backup Real goalkeeper Kiko Casilla, referring to the 3-1 loss in the quarter-finals.,“If we put all that together and stay focused, we can make history by reaching another final.”,Against Juve, Real won 3-0 in Italy in the first leg. There was a festive atmosphere for the second leg, which was supposed to be a mere formality.,But Real were surprised by Juventus from the start, quickly squandering their advantage by conceding twice in the first half and once after halftime.,The 12-time champions only escaped an embarrassing home elimination thanks to a controversial late penalty from Cristiano Ronaldo.,“What we have to do is go out and try to win the match,” Real coach Zinedine Zidane said. “That’s going to be our goal. We are not going to think too much about anything else. We will try to score as quickly as possible and win the match.”,Real also relinquished their lead against Bayern in the quarter-finals last season, when they also won 2-1 in Munich in the first leg.,A week later, Bayern sent the match into extra time. Ronaldo, who got both goals in the first leg and one in regulation in the second, scored twice in extra time to complete a hat trick and save Madrid from elimination.,“I don’t know how significant the first-leg advantage will be. We know what happened against Juventus and against Bayern last year,” Zidane said.,“We will need a huge performance. We will need to play like never before this year to be able to advance. We are prepared and we are going to give it all we’ve got to make it to the final.”,Sloppy defense was key for Real’s home struggles both against Juve and against Bayern last year. Real didn’t play poorly but couldn’t stop their opponents on the few chances they created. Against Juve, all three goals came when the Real defense failed to clear routine crosses into the area.,Bayern remember last year’s match well.,“I think they were floundering for every cross and for every long ball, so we know what we have to do,” Bayern striker Sandro Wagner said.,The defense could be a problem for Real again on Tuesday as right-back Dani Carvajal is out injured and Zidane has few options to replace him. Youngster Achraf Hakimi is Carvajal’s immediate substitute but he has not impressed this season.,Nacho Fernandez, a central defender who has played at right back on other occasions, is coming off an injury and it’s not clear if he will be available to play.,Zidane said he may consider using forward Lucas Vazquez in defence, as he did after Carvajal had to leave the first leg because of his injury.,Real captain Sergio Ramos, who used to play as a right-back, could also end up on the flank.,“It could be an option,” Ramos said. “I can adapt. It wouldn’t be a problem for me.”,Real are trying to win a third straight European title, and fourth in five seasons. Bayern, five-time European champions, are looking to return to the final after four seasons.",https://www.dawn.com/news/1404955/real-hope-to-avoid-cl-setback-at-home,"Real hope to avoid CL setback at home
"
"May 01, 2018 11:38am","MELBOURNE: Australian cricket chiefs are still trying to convince reluctant Indian board to play a day-night Test in Adelaide this year after releasing their international playing schedule on Monday. ,Cricket Australia have scheduled the opening Test of the four-Test India series in Adelaide from Dec 6 to 10, with hopes it will be a pink ball match following concept successes against New Zealand, South Africa and England in recent years. ,Australia have won all three day/night Tests against New Zealand, South Africa and England, while India have never played a floodlit match. ,South Africa were initially reluctant to play their 2016 Test under lights at Adelaide, fearing the hosts would have an unfair advantage. The tourists lost by seven wickets. ,Australia believe day-night Test cricket is the future of the sport and perhaps the only way to save the format despite boom television ratings and record crowds. ,But the powerful Board of Control for Cricket in India (BCCI) have so far resisted CA’s overtures. ,CA will play a pink-ball Test against Sri Lanka in Brisbane next year, but chief executive James Sutherland said he was still negotiating with India. ,“It is our preference that we play India in a day-night Test match in Adelaide, but we are still working through this detail and hope to have an answer on this in the coming weeks,” he said. ,Sutherland has been pushing hard at International Cricket Council level for the new Test Championship schedule to include day-night Tests, but the powerful BCCI has a big say in outcomes. ,CA confirmed Australia will face South Africa in a one-off Twenty20 International on Queensland’s Gold Coast, while the new Perth Stadium and Canberra’s Manuka Oval will both host Test cricket for the first time. But Hobart misses out. ,The international season starts on Nov 4 with the first of three ODIs against South Africa before the one-off T20 against the Proteas on the Gold Coast, which will be followed by three T20s against India preceding the start of the Test summer. ,“Our men’s international season structure changes slightly this summer, with one-day and T20 international matches against South Africa and India in November,” Sutherland said. ,Adelaide opens the Test series against India for the Border-Gavaskar Trophy and second Test will be at the Perth Stadium in Burswood, across the Swan river from the city’s traditional Test venue, the WACA. ,The series then moves back to Melbourne and Sydney for the traditional Boxing Day and New Year’s showpiece games. ,The Gabba in Brisbane, which usually hosts the first Test of the Australian summer, has been relegated to the Jan 24-28 series-opener against Sri Lanka, who will tour the country for the first time in six years. ,Canberra’s Manuka Oval will then host its first Test match from Feb 1 when the home side meets Sri Lanka in their second and final fixture. ,India’s tour will kick off with a three-match Twenty20 International series in November after Australia start the home summer with four limited overs matches against South Africa. ,The hosts will also play India in three ODIs in January. ,The schedule, which will see Test cricket played in February for the first time in over 20 years, has been structured to avoid clashing with the domestic ‘Big Bash’ T20 competition, which has proved a bigger drawcard for local fans than some Test matches in recent seasons. ,“This will be a win for fans, with reduced overlap with the Big Bash,” Sutherland said. ,Australian cricket has been in turmoil since a ball-tampering scandal in South Africa last month led to 12-month bans for Test captain Steve Smith and vice-captain David Warner. ,The sanctions mean Australia’s two leading batsmen will be unavailable for selection for the home summer. , , ,Oct 31: vs PM XI (Canberra). ,Nov 4: First ODI (Perth Stadium). ,Nov 9: Second ODI (Adelaide). ,Nov 11: Third ODI (Hobart). ,Nov 17: One-off T20 International (Gold Coast). , ,Nov 21: First T20 International (Brisbane). ,Nov 23: Second T20 International (Melbourne). ,Nov 25: Third T20 International (Sydney). ,Dec 6-10: First Test (Adelaide, D/N). ,Dec 14-18: Second Test (Perth Stadium). ,Dec 26-30: Third Test (Melbourne). ,Jan 3-7: Fourth Test (Sydney). ,Jan 12: First ODI (Sydney). ,Jan 15: Second ODI (Adelaide). ,Jan 18: Third ODI (Melbourne). ,Sri Lanka: ,Jan 24-28: First Test (Brisbane, D/N). ,Feb 1-5: Second Test (Canberra).",https://www.dawn.com/news/1404950/bcci-resists-cas-overtures-for-adelaide-day-night-test,"BCCI resists CA’s overtures for Adelaide day-night Test
"
" May 01, 2018","KARACHI: An accountability court sentenced on Monday five accused, including three officers of the Federal Board of Revenue, to 10 years’ imprisonment in connection with a Rs24.68 million sales tax refund fraud case.,Abdul Razzak, a former chief executive officer of M/s RR Enterprises, M. Bashir Bismil, an ex-auditor of the Federal Board of Revenue, Mureed Abbas, an ex-audit officer, Nazeer Channa, the auditor, and Tila Mohammad, senior auditor, were booked in a reference filed by the National Accountability Bureau (NAB) in 2016. ,The judge of the accountability court-I also disqualified all the accused from being elected, chosen, appointed or nominated as a member or representative of any public body or any statutory or local authority or in service of the federal or provincial government for 10 years.,The federal anti-graft watchdog had alleged in the reference that R.R Enterprises was involved in the sales tax refund fraud through fake invoices to the tune of Rs24.68m during 2004-07.,It revealed that during 2004-07 Abdul Razzak claimed refunds through fake invoices and forged documents amounting to Rs24.68m and defrauded the national exchequer through tampering with and forging the proof of payment.,The prosecution alleged that the fraud was committed in connivance with the officials of the sales tax department, who were then posted in refund and other allied sections of the FBR in contravention of Section 73 of the Sales Tax Act, 1990 and Rule 36 of Sales Tax Rules 2006 and SRO 575(1) of 2002.,The judge wrote in the order that the prosecution had ably proved its case against the accused, who were found guilty of the offence of corruption and corrupt practices.,The court convicted and sentenced Abdul Razzak, Bashir Bismil, Mureed Abbas, Nazeer Ahmed Channa and Tila Mohammad to 10 years’ rigorous imprisonment and also imposed a fine of Rs4,383,320 each to the extent of their liabilities. In case of default they would undergo an additional year of rigorous imprisonment each., ,Accountability court-III also sentenced an accused, Mohammad Akhtar Pathan, the ex-administrator of Quetta Town Cooperative Housing Society Karachi, in a reference relating to illegal conversion of 36 residential plots into commercial ones in the housing society located in Scheme-33. The reference against him was filed in 2015. ",https://www.dawn.com/news/1404969/three-fbr-officers-two-others-sent-to-prison-for-10-years,"Three FBR officers, two others sent to prison for 10 years
"
"May 01, 2018 10:12am","KARACHI: Sindh Chief Minister Syed Murad Ali Shah has said that although the Civil Hospital of Mithi has been equipped with all the latest facilities and equipment, still there are child mortality reports from there, which are quite disturbing for him.,He asked an NGO to send their professional team to the hospital for an inspection and give him a report within a week about the shortcomings so that they could be addressed at the earliest. ,The CM was talking to a delegation of the Child Foundation which called on him here on Monday at the CM House. “I am trying to improve child health services, particularly in Thar­parkar and other far-flung areas. For this purpose, I have a clear plan to provide the best health services to children at every teaching hospital, district headquarter hospital (DHQ), taluka headquarter hospital (THQ) and basic health units,” he said.,He said he was worried about the children of Thar. Mr Shah said he had given special attention to the National Institute of Child Health and its services; equipment was being improved and its satellites would be established all over Sindh. ,“I want you to survey the facilities and the state of their operation at Mithi hospital and then give me a report to upgrade it in partnership with the Child Foundation,” he said.,Murad Ali Shah said the pharmacy of the teaching hospitals and those of DHQ and THQ also needed to be improved. ",https://www.dawn.com/news/1404967/child-mortality-reports-from-mithi-disturbing-says-murad,"Child mortality reports from Mithi disturbing, says Murad
"
"May 01, 2018 10:56am","KARACHI: If the proposed Sindh Police Act of 2018 is presented and passed by the Sindh Assembly in the present form, it will likely undermine the letter and spirit of the Sindh High Court’s landmark judgement by curtailing the administrative, financial and operational powers of the inspector general of police (IGP), it emerged on Monday.,Sindh IGP A.D. Khowaja has expressed these apprehensions in a letter he recently wrote to the Sindh government, according to senior police officers.,The SHC in its judgement on petitions of civil society organisations had called for ensuring “autonomy of command and operational independence of police”.,The SHC had also directed the Sindh cabinet to promulgate a new Police Act in line with its judgement, which was also upheld by the Supreme Court on March 22, 2018. However, the detailed judgement of the SC is still awaited.,A.D. Khowaja expresses apprehensions in letter to Sindh govt,The IGP in his letter also advised the provincial government to delay the proposed legislation to “benefit from the jurisprudential wisdom and practical guidance” of the apex court in matters related to the reinforcement of the police as an institution and protection of citizens’ fundamental rights.,According to the IGP’s letter, the SHC had also directed the government to notify rules to be proposed by the IGP in the light of the said judgement. However, instead of notifying the rules, the Sindh government has introduced a “new police act”.,The proposed police act “obviously negates the spirit and clear directions of the SHC and SC judgements,” said Mr Khowaja in his letter.,He warned the government that any attempt to violate the principles laid down by the superior courts would prompt further litigation.,Therefore, Mr Khowaja advised the government to “reconsider” the proposed police act and the new law should “reinforce the institutional, legal, structural and administrative foundations of police force”., ,Informed sources told Dawn that recently a meeting was held, which was attended by IGP, all AIGs and DIGs of Sindh, the home and law ministers, in which the police made their recommendations about the proposed police act.,It was pointed out in the police briefing that the proposed police act appeared to be an “attempt to strengthen the political and bureaucratic control over police”.,Besides, the draft act also lacked external democratic and public oversight and community participation in police affairs.,Furthermore, it was stated that the provincial government had prepared the new police act without a “consultation process”.,As per the presentation, insertion of Section 12 in the new police act takes away the administrative authority and operational independence of the office of the IGP.,Moreover, the proposed procedure of posting of IGP was in “violation of the agreement between federal and provincial governments (1993 agreement) as enunciated in the SHC judgment.”,According to the police presentation, the spirit of the SHC judgement regarding the tenure of IGP and other senior police officers has been violated without giving due process through compelling reasons as set in the famous Anita Turab case.,The police leadership in the meeting proposed that instead of adopting the old model of bureaucratic control, the new police act must be based on modern and democratic policing principles, and the spirit of the apex courts’ judgement must be incorporated.",https://www.dawn.com/news/1404975/igp-fears-draft-police-act-may-undermine-spirit-of-shc-sc-judgements,"IGP fears draft police act may undermine spirit of SHC, SC judgements
"
