date,text,date_actual,link,heading
"May 02, 2018","PESHAWAR: A row resulting from the Peshawar Development Authority (PDA) guards chasing a citizen after a spat over wrong parking has pitched up the authority against the police.,The PDA guards have stopped performing their duties following the Monday night incident wherein authority officials claim the police detained four of their guards for some hours after the latter chased a citizen to his house over a wrong parking row.,The incident occurred weeks after the city police accused the PDA guards of committing illegal actions, while the authority accused the police of supporting lawbreakers.,PDA chief security officer Syed Khalid Amin Shah told Dawn that following the arrest of four colleagues, who were late released, the guards had stopped working on the Safe City Hayatabad project.,He said the PDA had informed the police that they would not resume work until the station house officer concerned was transferred.,Mr Shah said the spat took place at around 7:30pm on Monday near the Basharat Market in Phase-III area of Hayatabad when a motorist got into an argument with the PDA guards over wrong parking by the roadside.,He said following the incident, the PDA guards followed the commuter, who pointed a gun at them after reaching home.,The PDA official said the police took the PDA guards to the police station before locking them up and misbehaving.,He said that under the city police chief directions, every mobile of the PDA guards must have a policeman but there 
was no policeman with them on Monday night.,Mr Shah alleged that the police had arrested the PDA officials earlier last month over an anti-encroachment drive against a private university and was still not registering authority’s FIR thus far.,Mr Shah said the Safe Hayatabad project was meant for the security of the area but the PDA guards couldn’t function due to the police’s hostile attitude.,“We are not going to work if our services are not required and the police are able to protect the area on their own,” he said.,SP (cantonment circle) Waseem Riaz Khan told Dawn that the authority’s guards were at fault as they pointed guns at a citizen.,He said eight guards pursued the citizen and who has allowed them to act in that manner. ,The SP said the PDA guards would definitely be asked if they’d done anything wrong.,He said there was no question of removing the Hayatabad SHO as the PDA had no right to make such a demand.,Mr Waseem wondered how the PDA guards could stop a common man.,About the police personnel following the PDA employees, he said the police were on polio duty and they had to prioritise often due to the shortage of the personnel.,He said under the SOPs agreed upon between the chief secretary and IGP Khyber Pakhtunkhwa, even the head of the PDA security guards was answerable to him.",2018-05-02,https://www.dawn.com/news/1405082/pda-guards-stop-work-on-security-project-over-row-with-police,"PDA guards stop work on security project over row with police
"
"May 02, 2018","NURUL Amin had fled to Bangladesh along with his parents in 1991, just as more than 2.5 lakh Rohingya who escaped forced labour, rape and religious persecution in Myanmar.,At only 10, it was his first time as a refugee.,However, having lived in a makeshift camp for about two years in Cox’s Bazar, the family returned home in Maundaw of Rakhine on Myanmar authorities’ promise of granting them citizenship, something that they had been denied since 1982.,Years went by, but Myanmar did not grant them citizenship. Instead, they were offered national verification card (NVC), popularly known as “embassy card” which means the Rohingya are illegal migrants from Bangladesh.,Nurul, the only son of his parents, still kept his hope alive although he, like all other Rohingyas, faced restrictions on movement and right to property. They also had to pay officials for marriage and even burials.,Then came the military crackdowns in 2012 and 2016 following ethnic conflicts, making life more difficult.,“I could not stay anymore when my house was burnt like those of many others. We fled to Bangladesh to save our lives,” Nurul, father of five children, told The Daily Star, sitting along a road in Kutupalong Friday.,The mega camp in Kutupalong became the world’s largest refugee camp in recent times after some 700,000 Rohingya fled the latest military offensive in August last year.,In the earlier waves in 1978 and 1991-92, hundreds of thousands of this persecuted minority community fled, but most of them returned home in the hope of better days. However, many of them had to flee to Bangladesh again and again.,In all, more than 1.1 million Rohingya now live in Bangladesh.,Their life and living conditions in Myanmar is reflected in the 13-point demand they prepared for their repatriation as the UNSC visits the refugee camps in Cox’s Bazar.,The demands include closing the camps for internally displaced people (IDP); ensure presence of international security forces in Rakhine for safety; and restoration of citizenship for the Rohingya people.,Myanmar signed a repatriation deal with Bangladesh amid global pressure in November last year, but the repatriation is yet to begin.,The UN and other rights bodies say the situation in Rakhine is still “extremely concerning” and is not conducive for the safe and dignified return of the Rohingya.,Nurul Amin does not like the refugee life in the squalid camp and wants to return to Maundaw, but he cannot trust Myanmar anymore. The Myanmar authorities say Rohingya have to first apply for the NVC, which is a gateway to citizenship.,During a recent visit to Bangladesh, Dr Aung Tun Thet, chief coordinator of Myanmar’s Union Enterprise for Humanitarian Assistance, Resettlement and Development in Rakhine, said, “If you go through it [NVC], you are sure of citizenship.”,He admitted in the past it was not easy for those having NVCs to move freely. The refugees say the small number of Rohingya who took NVCs in exchange for money could move within a neighbourhood. To move from one locality to another, they have to pay much higher.,Tun Thet said, “Now, with NVCs, people [Rohingya] can move freely within their own township in Rakhine. Slowly as you build trust, then you would be eligible to have National Registration Card.”,Myanmar’s social welfare minister U Win Myat Aye, after a visit to Cox’s Bazar early April, said that the Rohingya were ill-informed about the NVC.,At a press conference in Yangon, upon return from Bangladesh, he stressed that NVC holders were eligible for citizenship after five months.,Nurul, however, said Myanmar did not keep its promise of granting citizenship in the past.,“How can we trust Myanmar government?” he said, reflecting the frustration of any Rohingya men and women in the camps in Cox’s Bazar.,Syed Alam, 20, said he wants to go back to his motherland as soon as possible as a Rohingya, not as an illegal migrant from Bangladesh.,Alam, who studied up to class 10, the highest level of education any Rohingya can obtain in Rakhine, said the Myanmar authorities were deceiving the Rohingya in the name of repatriation.,“Having NVC means we are illegal migrants from Bangladesh. It is a tragedy that we will be treated as illegal migrants in our motherland. If one takes the card, he has to stay in the camp for the rest of his life,” he added.,Abdul Kader, 60, another Rohingya, said the lives of those who took embassy cards in Rakhine were simply ruined.,“They never got citizenship cards. They also could not own property worth more than TK 30,000. So you understand the scenario,” he told this correspondent, sitting at a shop at a crowded Rohingya market in Kutupalong.,The Rohingya cannot even rear any chicken, cow or goat without permission of the military, he claimed.,“They [army] visit once a month. If they find any increase in number of domestic animals, the Rohingya have to pay for that. Even if anyone wants to marry, they have to pay. Relatives also have to pay the military to bury their dead,” he claimed.,“If the Myanmar government gives us citizenship card, we will return to Myanmar immediately,” said Mohammad Yusuf, who fled to Bangladesh along with his five sons and four daughters on October 9 from Akyab in Rakhine where he owns 3.5 acres of land.,“Having an ’embassy card’ means you are a Bangalee and entered Myanmar illegally. Why should we take that card? Are we Bangalees? If we take NVC cards, we will never be given citizenship. We will have to return again,” Yusuf said.,Noor Mohammad, a Rohingya in Kutupalong, said the Myanmar authorities offered him NVC card for the last 15 years, but he refused. He said Hindus and Buddhists, who crossed the border to Myanmar, got the nationality cards immediately, but not the Rohingya Muslims.,“If they can get nationality cards, why shouldn’t we? Why should we be foreigners in our motherland?”,Razia Sultana, a Rohingya lawyer and activist, said the Rohingya were denied government jobs, higher education, healthcare and freedom of movement since 1982.,“We live like illegal foreigners in a land where we lived for generations. This is unbelievable but true,” said Razia, who fled to Bangladesh in the 1980s with her parents.,She said the Rohingya want Myanmar to recognise them as an ethnic group of Myanmar and as citizens with all basic rights.",2018-05-02,https://www.dawn.com/news/1405106/promises-myanmar-never-kept,"Promises Myanmar never kept
"
"May 02, 2018","KARACHI: Federal Finance Minister Miftah Ismail said if the government fails to curtail trade deficit, the country will have to resort to the International Monetary Fund (IMF) for financial assistance.,Addressing a post-budget seminar organised by the southern regional committee of the Institute of Chartered Accountants of Pakistan (ICAP) on Monday, he said with the measures PML-N government has taken, there would be no need to resort to the IMF programme.,“I am leaving the goods in order by May and if the next government (caretaker) keeps the things as normal by June, we will not be required to go to IMF,” he said.,“If we do what the IMF wants us to do then there will be no need for the programme. We need to correct our financial affairs before IMF’s extortion by increasing exports and reducing imports,” he emphasised.,According to a press release, Miftah said whatever anomalies are in the budget would be fixed within two weeks. The government has reduced tax rates and now everybody will have to come into the tax net. Only 1.2 million out of total population of 200m people currently pay tax.,The tax relief provided to the salaried class would reduce government’s revenue but would have long term impacts as more people will opt to come in the tax net, he added.,The Federal Board of Revenue (FBR) is estimated to collect Rs3,935 billion revenue in the current fiscal year ending on June 30. “We have more than doubled the tax collection during the last five years. For 2018-19, we have set Rs4.45 trillion collection target,” he said.,Miftah said the government is targeting the inflation rate to be six per cent for the next year, growth at 6.15pc and 11pc increase in revenue.,He stressed the need to raise growth rate to 8-10pc to alleviate poverty from the country and create job opportunities as other now-developed countries did.,With regards to the export package, he said a committee would be notified within couple of days. ,Chairman Fiscal Laws Committee ICAP Ashfaq Tola said that there are few anomalies left in budget that need to be corrected. ICAP is doing its best efforts and we have held marathon session with FBR and submitted our proposals. The FBR has accepted many of them, he claimed.",2018-05-02,https://www.dawn.com/news/1405104/imf-option-only-if-trade-deficit-not-controlled-miftah,"IMF option only if trade deficit not controlled: Miftah
"
"May 02, 2018","The world's largest social network will soon include a new dating feature, announced Facebook chief Mark Zuckerberg on Tuesday while vowing to make privacy protection its top priority in the wake of ,.,Zuckerberg unveiled the plans as he addressed Facebook's annual F8 developers conference in San Jose, California — emphasising that the focus would be on helping people find long-term partners.,""This is going to be for building real, long-term relationships, not just hookups,"" Zuckerberg said in presenting the new feature, noting that one in three marriages in the United States start online — and that some 200 million Facebook users identify as being single.,Under the new feature, users will be able to create a separate ""dating"" profile not visible to their network of friends, with potential matches recommended based on dating preferences, points in common and mutual acquaintances.,It will be free of charge, in line with Facebook's core offering. The announcement sent shares in the online dating giant Match.com tumbling, finishing the formal trading day down 22 percent.,The 33-year-old CEO also said the dating offer was built from the ground up with privacy and safety in mind, as he underscored the firm's commitment to boosting privacy protections.,Facebook's closely watched developer conference comes as the giant faces intense global scrutiny over the mass harvesting of personal data by Cambridge Analytica, a British political consultancy that worked for Donald Trump's 2016 election campaign.,Facebook has admitted up to 87 million users may have had their data hijacked in the scandal, which saw Zuckerberg grilled at length by the US Congress last month.,""We need to make sure that never happens again,"" Zuckerberg told the audience, lightening the talk by sharing that friends made on online streaming video watch party at the social network of his hours testifying before Congress.,In a related move, Facebook announced an upcoming feature called ""Clear History"" that will allow users to see which apps and websites send the network information, delete the data from their account, and prevent Facebook from storing it.,The social network has already moved to limit the amount of data it shares with third-party applications and plans further steps to prevent a repeat of the Cambridge Analytica debacle, Zuckerberg said.,Facebook is also reviewing applications overall as well as auditing those that accessed large amounts of data to make sure access isn't abused, he said.,""Security isn't a problem than you ever fully solve,"" Zuckerberg said, outlining the slew of efforts by Facebook to battle election interference, misinformation, spam among other challenges.,""This is an arms race; we are going to be working to stay ahead of our adversaries forever."",Zuckerberg's blend of humor, humility, confidence and determination in a keynote presentation seemed to resonate with the gathering of developers, who credited Facebook with taking responsibility for problems and working on fixing them.,""I respect that they came out with it and didn't do a cover-up,"" said Malik Gillins of Movez, a startup behind an app crafted to streamline social event planning.,CCS Insight analyst Geoff Blaber was among analysts who felt Zuckerberg struck a successful balance between addressing the data privacy scandal and keeping outside developers focused on building apps to enhance the social network.,""Defiant message from Zuckerberg at #F8,"" Blaber wrote on Twitter. ""Feels like the first time they've been on the front foot in this saga."",Facebook separately announced that its popular Messenger app would soon be able to translate missives in real time, deploying artificial intelligence to enable text conversations between people using different languages.,The feature will launch in the United States with English and Spanish translations of conversations in the Marketplace section of Facebook, and will be extended to general Messenger use in coming weeks, the service said in a blog post.,Facebook joins internet giants Amazon, Google and Microsoft in offering artificial-intelligence based translation features — most prominently Google's Pixel ear buds which promise real-time translation across dozens of languages.,Plans were also revealed to simplify the Messenger app, which critics contend has gotten clunky, and add group voice and video calls to Facebook's other messaging service WhatsApp.,The slew of announcements at the developer-centric ""F8"" conference also included the arrival of a stand-alone Oculus Go headset to widen support for virtual reality by supporting social experiences such as watch parties.",2018-05-02,https://www.dawn.com/news/1405163/zuckerberg-unveils-plans-for-facebook-dating-service,"Zuckerberg unveils plans for Facebook dating service
"
"May 02, 2018","PML-N leader Khawaja Asif on Wednesday challenged the Islamabad High Court's (IHC) verdict announced last week — that led to the now former foreign minister's disqualification as a member of the parliament — in the Supreme Court of Pakistan. ,A three-member special bench had , as a lawmaker under Article 62(1)(f) of the Constitution for not disclosing his employment in a UAE company as an occupation as well as the monthly salary he was receiving.,“Respondent [Khawaja Asif] was not qualified to contest the general election of 2013 from NA-110 as he did not fulfil the conditions described under Article 62(1)(f) of the Constitution, read with Section 99(1)(f) of the Act of 1976,” the IHC bench — comprising Justice Athar Minallah, Justice Aamer Farooq and Justice Mohsin Akhtar Kayani — had declared. ,Asif, admitting that he was unable to declare his foreign bank account in the nomination papers ""unintentionally"", accused the petitioner, Pakistan Tehreek-i-Insaf (PTI)'s Usman Dar, of hiding facts from the court. ,The former minister, through his lawyer, argued that he had not concealed his foreign bank account intentionally while submitting his nomination forms for the 2013 general elections. The IHC declared the mistake a ""dishonesty"" without any evidence, he added. ,Given that not mentioning the deactivated account was a mistake, the IHC judgement should be declared null and void and the notification issued by the Election Commission of Pakistan should be withdrawn, he contended.,The PML-N leader further argued in his petition that he had kept an amount in the bank account which equates to only 0.5 per cent value of his declared assets. He also said that he had already declared the bank account and , before the petition against him was filed. ,The local and the United Arab Emirates (UAE) laws were not considered in the verdict, he claimed, adding that the IHC decision was based on assumptions.,Hours after the IHC verdict, the Election Commission of Pakistan (ECP) had formally de-notified Asif as a member of the National Assembly.,The appeal also asked that the ECP notification should be made void. ",2018-05-02,https://www.dawn.com/news/1405166/khawaja-asif-moves-apex-court-against-ihc-verdict-that-led-to-disqualification,"Khawaja Asif moves apex court against IHC verdict that led to disqualification
"
"May 02, 2018","An Anti-Terrorism Court (ATC) in Karachi adjourned the hearing of the Naqeebullah murder case until May 14 after former Malir SSP Rao Anwar — , — failed to appear before the court. ,At the last hearing, the court had sent Anwar to , until May 2 (today). The former SSP, 11 of his detained subordinates and 14 absconders are accused of abducting Naqeebullah for ransom and later killing him, along with three other detainees, in a staged encounter in Malir on January 13.,The accused cops had initially dubbed the murder an 'encounter' against militants.,Instead of Anwar, a health certificate declaring that the official had fallen ill was presented before the judge at today's hearing. The court, expressing its displeasure on Anwar's absence, directed the police officials to produce him at the next hearing. The judge warned that the doctor who issued the health certificate for Anwar could be summoned to the court if Anwar is not brought on May 14.,The court also expressed its displeasure over the absence of the investigation officer (IO) of the case, SSP Dr Rizwan, and ordered him to appear today and submit a report on the measures taken so far to arrest other accused nominated in the case.  ,Family members and friends of Naqeebullah Mehsud staged a protest demonstration outside the court, demanding full justice. ""Rao Anwar is not ill but cunning; he is hiding behind a health certificate. We will bring the entire country to a standstill with our protest if Rao Anwar is not brought handcuffed on the next hearing,"" said a relative of the deceased. ,Later in the day, the IO submitted a supplementary charge sheet in the case. According to the charge sheet, the geofencing report highlighted the presence of Rao Anwar and others at the crime scene when the encounter was staged. It said that all the accused were in contact with each other at the time of the shooting. The police report held Anwar prime accused in the case. Anwar was reluctant to cooperate with the investigators, it added.,The ATC also came to know on Wednesday, through a notification, that the prime accused in the case was being kept at a ""sub-jail"" in Cantt area, instead of the prison.  ,According to a notification, a copy of which is available with ,, Multan Lines in Cantt area had been declared sub-jail for Rao Anwar due to security threats to his life in the central prison. ,The notification cited two separate telephonic conversations between the Sindh inspector general prisons, Muzaffar Alam Siddique, and SSP Central Prison, Karachi, and the other between the IGP prisons and Sindh home department secretary for allowing to keep Anwar at a sub-jail.,Anwar, along with other suspects, has also been booked for planting false evidence — pistols and hand grenades — on Mehsud and three others after killing them in the shootout, and later registering a false case against the deceased under the Sindh Arms Act for illegal possession of arms and explosives.,As many as 11 police officials had already been arrested in the case before Anwar was taken into custody following his ,. Around 15 accused police officers have been declared as absconders in the case.,According to the IO’s report submitted earlier in the ATC, policemen in plainclothes had picked Naqeebullah Mehsud, along with two other persons, and took them to the Sachal police post where the two others were separated from Mehsud.,When one of the witnesses asked the policemen about their abduction, a policeman replied that they were being taken to see Rao Anwar and then they (captives) would ""make their way to heaven"".,The two witnesses — who were eventually released by the police — told investigators that they were later taken to an unknown location where they also saw Mehsud. When one of them spoke to Mehsud, the latter said that police were demanding Rs1 million against his release, but he could not arrange even Rs50,000.,The report further stated that the witnesses, after being released, came to know through the media that Rao Anwar and his associates had allegedly killed Mehsud and three others in a staged encounter in the Shah Latif Town area on Jan 13 and dubbed them as militants.,Mehsud's father lodged a case on Jan 23 against Rao Anwar and others on the basis of the findings of a three-member inquiry committee, which had said that, prima facie, the encounter was coordinated, fake and staged. Police investigators claimed that Anwar played a central role in the case. ",2018-05-02,https://www.dawn.com/news/1405165/rao-anwar-skips-hearing-of-naqeebullah-case-after-falling-ill,"Rao Anwar skips hearing of Naqeebullah case after 'falling ill'
"
"May 02, 2018","Islamabad is the most dangerous place to be a journalist in Pakistan, according to media rights watchdog Freedom Network (FN) which has released its , — monitored from May 1, 2017 to April 1 this year — to mark the International Press Freedom Day that falls on Thursday. ,According to a press release issued by FN, the group has recorded over 150 cases of attacks and violations against media and its practitioners, including journalists, in Pakistan in the last one year, ""signifying a worryingly escalating climate of intimidation and harassment that is adversely affecting the freedom of expression and access to information environment"".,Based on actual events, FN noted that at least 157 cases of attacks and violations were documented across all four provinces, Islamabad and tribal areas. ,“That’s an average of about 15 cases of violations a month — one every second day. The violations included killing of journalists, abductions, kidnappings, physical attacks and injuries, arrests, threats and specific cases of harassment,” it said.,The year saw at least five working journalists as 'killed for their work"", including Abdul Razzaq, correspondent for , channel in Kasur; Bakshish Elahi, the bureau chief of , in Haripur; Haroon Khan, a reporter with , and a stringer for , in Swabi; Anjum Muneer Raja, a sub-editor with Urdu daily , in Rawalpindi; and Zeeshan Ashraf, correspondent for , daily in Sambrial.,The FN report adds that 35 per cent of the (55 out of 157) cases were recorded in the federal capital Islamabad, making it the most dangerous place to practice journalism in the country. ,The most targeted medium remained TV with 85 cases recorded against journalists associated with it compared to print, radio and internet.,After Islamabad, other areas found dangerous for journalists were Punjab the second worst with 17% of the violations (26 cases), followed closely by Sindh with 16% (25 cases), Balochistan with 14% (22 cases) and Khyber Pakhtunkhwa with 10% (16 cases). The Federally Administered Tribal Areas (FATA) documented the least number of overall violations at 8% of the total with 13 out of 157 cases.,The FN report points to the state, and its agencies and functionaries, as the most serious threat actors targeting media in 39 per cent of the incidents, as compared to other actors such as militant groups, political parties, religious groups and criminals. The report also noted that a total of 20 cases of attacks on media houses.,“These increased incidents of attacks on the media in Pakistan are a major cause of concern, after major improvement in law and order situation,” said FN Executive Director Iqbal Khattak. ,“Return of relative peace and reduction in overall violence could have meant more freedom for journalists to freely do their jobs, but ironically this has not been the case. This is also alarming since the country has a dismal record of persecuting media predators.”,“May 3 this year also comes at a time when the country is poised to undertake one of the biggest democratic exercises of conducting general elections in the coming months. We appeal to all stakeholders to respect media and facilitate it in achieving democratic goals,” Khattak added.,Last week, a , (RSF), observed that while Pakistani media are regarded as among the most vibrant in Asia but due to pressure being exerted by extremist groups and intelligence agencies, they are ,.,The RSF placed Pakistan on the 139th position — same as last year — on its media freedom index for 2018 in a field of 180 countries. ",2018-05-02,https://www.dawn.com/news/1405167/islamabad-most-dangerous-place-to-be-a-journalist-in-pakistan-says-media-watchdog,"Islamabad most dangerous place to be a journalist in Pakistan, says media watchdog
"
"May 02, 2018","The Sindh High Court (SHC) issued a notice to K-Electric (KE) chief Tayyab Tareen on Wednesday in a contempt of court case pertaining to unannounced loadshedding by the power supply company.,Petitioner Iqbal Kazmi told the court that the 8 to 12-hour-long unannounced loadshedding had troubled the citizens of Karachi. ,Residents of the metropolis have fallen victim to unprecedented and sporadic power cuts as KE and the Sui Southern Gas Company , over a low supply of gas to the electricity provider which has impeded the provision of electricity to consumers.,Kazmi in his petition said that the power supply company was bound to publish loadshedding timings in a newspaper. He pointed out that there had been numerous court decisions on the issue of unannounced loadshedding and that the Supreme Court had even stopped KE from engaging in this practice. ,Despite court decisions, however, the power supply company was not taking steps to improve its performance, the petitioner claimed.,Therefore, there should be indiscriminate contempt proceedings against Tareen and others responsible, Kazmi said in the petition.,The court issued a notice to the KE chief executive officer and adjourned the hearing of the case until May 24.",2018-05-02,https://www.dawn.com/news/1405168/shc-issues-notice-to-ke-ceo-in-contempt-case-over-unannounced-loadshedding,"SHC issues notice to KE CEO in contempt case over unannounced loadshedding
"
"May 02, 2018","Leaders of the Shia Hazara community agreed to call off their protest over the , after a meeting with Chief of the Army Staff (COAS) Gen Qamar Javed Bajwa on Tuesday night.,Gen Bajwa arrived in the city late Tuesday evening and held a meeting with representatives of the Hazara community that has been hit badly by incidents of targeted killing in the city.,According to Inter-Services Public Relations (ISPR), representatives shared their concerns about target killing of the community with the COAS, who gave an assurance that those behind the attacks ""shall suffer twice as much"".,The state is responsible for the security of its citizens, said Bajwa. ,""Each and every casualty, including from the Hazara community, is of concern to us,"" he added. ""Through a unified national effort, we have turned the tide of terrorism; however, a lot is still being done against inimical designs to reverse the gains by exploiting various fault lines."" , ,On Wednesday, Chief Justice of Pakistan Mian Saqib Nisar took suo motu notice of the targeted killings. ,""I have just ,; they are so scared that they are not even approaching the Supreme Court,"" said Justice Nisar today, seeking a report from all law enforcement agencies. ,""The killers of Hazara community are holding rallies out in the open,"" he added, lamenting that the ostracised community members were not being given admission in universities. ,""They can't go to schools or hospitals. Are they not citizens of Pakistan?"" ,The CJP will hold a hearing on the suo motu notice in Quetta on May 11. ,Iqbal had reached Quetta on Monday to persuade Hazara community leaders to call off their protest over the recent spate of targeted killings but they had refused to do so unless Gen Bajwa held a meeting with them.,According to the ISPR, a delegation of notables of the community held a meeting with the army chief and Interior Minister Ahsan Iqbal, who again arrived in Quetta on Tuesday evening.,Balochistan Chief Minister Mir Abdul Quddus Bizenjo, Com­m­ander of Southern Command Lt Gen Asim Saleem Bajwa, Home Minister Sarfaraz Ahmed Bugti, Inspector General of Fro­n­tier Corps Maj Gen Nade­­em Ahmed Anjum and IG of Baloc­histan police Moazzam Jah Ans­ari were also present in the meeting between the army chief and the Hazara community elders.,Officials briefed the army chief and the interior minister on the security situation in Quetta and steps taken by the provincial government and law enforcement agencies after the recent wave of target killings in Quetta. Earlier, the Majlis Wahdatul Muslimeen (MWM) wrote a letter to Gen Bajwa, asking him to play his role for stopping the targeted killings of Shia Hazara community’s members in Baloch­istan. The letter, sent by MWM general secretary Allama Nasir Abbas, said the organised sectarian cleansing of Hazara people was going on in Balochistan and there was a need to stop it without further delay.,It further said that Christians and members of other minority communities in the province were also becoming victims of terrorist attacks. He alleged that terrorists openly claimed that they were involved in the killing of Hazaras, but action was not being taken against them.",2018-05-02,https://www.dawn.com/news/1405173/cjp-takes-suo-motu-notice-of-hazara-killings-as-leaders-call-off-protest-after-meeting-gen-bajwa,"CJP takes suo motu notice of Hazara killings as leaders call off protest after meeting Gen Bajwa
"
"May 02, 2018","The Lahore High Court (LHC) on Wednesday summoned Interior Minister Ahsan Iqbal for an allegedly ""anti-judiciary speech"" against Chief Justice of Pakistan Mian Saqib Nisar, that he had made last week.,The decision to call Iqbal to court was taken during a hearing on a petition against ousted prime minister Nawaz Sharif and other PML-N leaders over their alleged anti-judiciary tirades.,Last week, the interior minister during a seminar had , against him, saying that the latter had “no right to name-call people”. ,Iqbal was referring to remarks made by Justice Nisar during a case in which the ,. During the hearing, the chief justice had said that he knew Iqbal's role in Qureshi's appointment.,“You [Justice Nisar] must issue me a charge sheet. If you have evidence, produce it before me. But enough is enough,"" the minister had challenged. ,Petitioner Advocate Azhar Siddique said in his application that Iqbal's speech also falls into the category of anti-judiciary rhetoric.,""The law does not wish to fine [people that make anti-judiciary remarks], it seeks to stop these speeches,"" the petitioner said.,During the hearing, Justice Syed Mazhar Ali Akbar Naqvi asked which political leaders had made anti-judiciary speeches since the last hearing of the case.,In the last hearing of the case on April 12, Justice Naqvi had questioned the Pakistan Electronic Media Regulatory Authority's (Pemra) repeated failure to exercise its suo motu powers to stop tirades against the state institution.,Siddique replied that the interior minister had made such a speech.,Upon hearing this, the judge ordered Iqbal to present himself in court in the next hearing of the case and set May 7 as the date of the hearing.,A larger LHC bench was formed on Justice Naqvi's request to wrap up all pending petitions against PML-N leaders for their alleged anti-judiciary tirades.",2018-05-02,https://www.dawn.com/news/1405170/lhc-summons-ahsan-iqbal-over-speech-criticising-chief-justice,"LHC summons Ahsan Iqbal over speech criticising chief justice
"
"May 02, 2018","SURELY there is no community more beleaguered in Pakistan than the Shia Hazaras. , have once again underscored that grim reality. ,Six Hazara men were shot dead and one injured in four separate attacks, all in the month of April. ,Protesting community members have staged a sit-in outside the Balochistan Assembly building, while a group of Hazara women, led by young lawyer Jalila Haider, has gone on hunger strike outside the Quetta Press Club. ,They are demanding that targeted killings of Hazaras end immediately, the perpetrators be arrested, and the , so they can personally apprise him of the community’s plight. ,What the Hazaras have had to endure over the last several years in Balochistan is nothing less than a blot on this nation. ,Hundreds of them have been murdered in sectarian attacks, largely in the form of targeted killings or devastating truck bombings. ,They have been driven into enforced ghettoisation for the sake of safety, rendering their children’s education disrupted and thriving businesses abandoned. ,Tens of thousands have chosen to risk the perils of illegal migration to Australia over their restricted existence and the dangers that lurk on the streets of the province’s heavily securitised capital. ,Time and again the community has protested, demanding that the state ensure their right to life. ,Who can forget the gut-wrenching sight of thousands of Hazaras in February 2013, following a massive bombing in Quetta that killed over 100 and wounded twice that many, refusing to bury their dead until the military took immediate action against sectarian terrorists? ,The rest of the country too was vocal in its solidarity with them at the time. ,Now however, that outrage is absent as is the demand for accountability. ,The media is paying but perfunctory attention, instead of keeping the issue front and centre. ,The slow yet steady decimation of the Hazara community has been relegated to a footnote, even as we congratulate ourselves for having triumphed over violent extremism.",2018-05-02,https://www.dawn.com/news/1405138/hazara-protests,"Hazara protests
"
"May 02, 2018","WORDS do not amount to action — and urgent action is what is needed. ,Prime Minister Shahid Khaqan Abbasi visited North Waziristan on Tuesday, and once again suggested that the , is vital to peace and prosperity in the region. ,That is a theme the prime minister has often returned to since his elevation to the chief executive’s office.,Indeed, it was one of Mr Abbasi’s earliest pledges as prime minister. ,But with only weeks left until the end of the current parliament and nine months of an unexpected prime ministership having already expired, ,. ,A parliamentary bill approved last month extending the jurisdiction of the Peshawar High Court and the Supreme Court remains the only notable recent achievement and was supported by several parties in the Senate. ,Mr Abbasi’s apparent enthusiasm for the mainstreaming of Fata has not resulted in the government he leads doing much about that objective.,There is, of course, a ready explanation for the inaction despite the prime minister’s repeated pledges. ,Mr Abbasi’s political boss and predecessor, Nawaz Sharif, had put on hold his own government’s recommendations on Fata for political reasons. ,It is now well known that Mr Sharif did so to accommodate two political allies, Maulana Fazlur Rehman of the JUI-F and Mahmood Achakzai of PkMAP. ,With the PML-N short of allies at the national level, Mr Sharif preferred the political support of the two veteran Pakhtun leaders over the needs of the tribal areas. ,Even now, it is not entirely clear why the maulana and Mr Achakzai are adamantly opposed to the mainstreaming of Fata and its merger. ,Neither has offered a convincing public explanation for their opposition, and that has fuelled speculation and conspiracy theories. ,Whatever the case, it is the government’s responsibility to implement the Fata agenda. The PML-N has clearly failed to do so.,Certainly, there is still time, even now in the final weeks of the government’s term, for several parts of the Fata mainstreaming plan to be implemented. ,Most of the recommendations have substantial political support in Fata, KP and nationally. ,In any case, the next elected government will have to take up the issue of Fata reforms relatively quickly. ,Prime Minister Abbasi was accompanied in North Waziristan by the army chief Gen Qamar Bajwa. ,The military leadership has both endorsed the reforms agenda for Fata and urged its implementation. ,A historic opportunity, then, beckons as the overwhelming majority of the national leadership, political and military, supports reforms in a region that needs them if it is to move past a period of prolonged conflict. ,Mr Abbasi owes his current position to Mr Sharif, but the nation needs more of its prime minister than blind political support.",2018-05-02,https://www.dawn.com/news/1405140/implementing-fata-reforms,"Implementing Fata reforms
"
